cnpj;empresa;exercicio;remuneracao_total;remuneracao_diretoria;remuneracao_conselho_adm;remuneracao_conselho_fiscal;receita;acoes_integralizadas;acoes_tesouraria;acoes_ex_tesouraria;origem_acoes;tickers;preco_medio_ponderado;precos_por_classe;market_cap;rem_sobre_receita_pct;rem_sobre_market_cap_pct;previsao;parcela_previsao;receita_origem;alertas_mercado;setor;apelido
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2017;19598819.75;12243599.06;5829486.42;1525734.27;21711690000.0;1458752601.0;560718.0;1458191883.0;FRE;ON:CMIG3/PN:CMIG4;7.308933128655425;CMIG3 6.92 / CMIG4 7.50;10657826961.595135;0.09026851318345094;0.1838913300114856;False;0.0;DRE_con 2017;;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2018;25368300.240000002;19076008.59;4732450.65;1559841.0;22266217000.0;1458752601.0;560718.0;1458191883.0;FRE;ON:CMIG3/PN:CMIG4;14.647844363633595;CMIG3 16.22 / CMIG4 13.85;21359367754.49781;0.11393179290402138;0.11876896606482183;False;0.0;DRE_con 2018;;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2019;21177148.34;16843035.58;2544755.99;1789356.77;25390306000.0;1458752601.0;560718.0;1458191883.0;FRE;ON:CMIG3/PN:CMIG4;14.39721501557559;CMIG3 15.59 / CMIG4 13.79;20993902073.518044;0.0834064321241343;0.10087285472629266;False;0.0;DRE_con 2019;;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2020;15474946.29;12057673.19;2006043.97;1411229.13;25227625000.0;1518752000.0;584000.0;1518168000.0;DFP (corrigido de milhares);ON:CMIG3/PN:CMIG4;15.175289176022655;CMIG3 16.40 / CMIG4 14.56;23038638417.783962;0.06134127287051397;0.06716953497588032;False;0.0;DRE_con 2020;quantidade de acoes da DFP estava em milhares;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2021;16173409.41;12597631.42;2052987.28;1522790.71;33646118000.0;1693362000.0;651000.0;1692711000.0;DFP (corrigido de milhares);ON:CMIG3/PN:CMIG4;14.919085515545126;CMIG3 18.52 / CMIG4 13.11;25253700162.103905;0.04806916925750543;0.06404372153855722;False;0.0;DRE_con 2021;quantidade de acoes da DFP estava em milhares;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2022;18058672.2;13671218.66;2800476.13;1586977.41;34462808000.0;2201371000.0;846000.0;2200525000.0;DFP (corrigido de milhares);ON:CMIG3/PN:CMIG4;12.815325649103638;CMIG3 16.15 / CMIG4 11.14;28200444473.993782;0.05240046661316745;0.06403683536496582;False;0.0;DRE_con 2022;quantidade de acoes da DFP estava em milhares;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2023;18983767.78;14209508.83;3317848.28;1456410.67;36849769000.0;2201371000.0;846000.0;2200525000.0;DFP (corrigido de milhares);ON:CMIG3/PN:CMIG4;12.70054671670339;CMIG3 15.13 / CMIG4 11.48;27947870563.773727;0.051516653415113675;0.06792563224694094;False;0.0;DRE_con 2023;quantidade de acoes da DFP estava em milhares;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2024;22419142.980000004;16829554.35;3651050.03;1938538.6;39819620000.0;2861782000.0;1100000.0;2860682000.0;DFP (corrigido de milhares);ON:CMIG3/PN:CMIG4;12.285721906614185;CMIG3 14.63 / CMIG4 11.11;35145543515.25688;0.05630175019249306;0.06378943313330103;False;0.0;DRE_con 2024;quantidade de acoes da DFP estava em milhares;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2025;25887454.980000004;20609718.85;3319185.78;1958550.35;42751283000.0;2861782000.0;1100000.0;2860682000.0;DFP (corrigido de milhares);ON:CMIG3/PN:CMIG4;12.370387500032583;CMIG3 14.70 / CMIG4 11.20;35387744854.36821;0.06055363292839657;0.0731537290283263;False;0.0;DRE_con 2025;quantidade de acoes da DFP estava em milhares;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2026;26115832.64;20954514.27;3396260.45;1765057.92;;2861781895.0;1100012.0;2860681883.0;FRE;ON:CMIG3/PN:CMIG4;12.75680379429765;CMIG3 16.48 / CMIG4 10.88;36493157499.33295;;0.07156364214435916;True;1.0;;;Utilities;Cemig
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;2008;5915287.79;4639177.96;708307.33;567802.5;;;;;;ON:CPLE3;;;;;;False;0.0;;sem DFP;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;2009;7304918.84;5924061.52;829064.45;551792.87;6250140000.0;;;;;ON:CPLE3;;;;0.11687608341573148;;False;0.0;DRE_con 2010;sem quantidade de acoes;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;2010;7708177.66;6274137.93;860453.17;573586.56;6901113000.0;273655375.0;0.0;273655375.0;FRE;ON:CPLE3;39.000000953674316;CPLE3 39.00;10672559885.978104;0.11169470286894302;0.07222426242955274;False;0.0;DRE_con 2010;empresa tem ON e PN, mas so um preco disponivel: market cap aproximado;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;2011;8534766.86;7047000.0;887080.49;600686.37;7776165000.0;273655375.0;0.0;273655375.0;FRE;ON:CPLE3;32.99000024795532;CPLE3 32.99;9027890889.104307;0.10975547535321074;0.09453777149988095;False;0.0;DRE_con 2011;empresa tem ON e PN, mas so um preco disponivel: market cap aproximado;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;2012;10898291.5;9489453.27;898423.3;510414.93;8532217000.0;273655375.0;0.0;273655375.0;FRE;ON:CPLE3;25.980000495910645;CPLE3 25.98;7109566778.208613;0.12773106333324621;0.15329051459793766;False;0.0;DRE_con 2012;empresa tem ON e PN, mas so um preco disponivel: market cap aproximado;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;2013;11123982.0;9675279.18;919038.67;529664.15;9180214000.0;273655375.0;0.0;273655375.0;FRE;ON:CPLE3;20.0;CPLE3 20.00;5473107500.0;0.12117344976925375;0.2032480085582094;False;0.0;DRE_con 2013;empresa tem ON e PN, mas so um preco disponivel: market cap aproximado;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;2014;8510775.270000001;6931866.58;1067890.48;511018.21;13918517000.0;273655375.0;0.0;273655375.0;FRE;ON:CPLE3;21.80000066757202;CPLE3 21.80;5965687357.684671;0.061147141394445985;0.14266210680713745;False;0.0;DRE_con 2014;empresa tem ON e PN, mas so um preco disponivel: market cap aproximado;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;2015;8697657.91;6999563.07;1138229.45;559865.39;14728131000.0;273655375.0;0.0;273655375.0;FRE;ON:CPLE3;14.40000057220459;CPLE3 14.40;3940637556.5868616;0.05905472941542956;0.2207170232000067;False;0.0;DRE_con 2015;empresa tem ON e PN, mas so um preco disponivel: market cap aproximado;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;2016;8780834.86;6900914.63;1363674.97;516245.26;13101753000.0;273655375.0;0.0;273655375.0;FRE;ON:CPLE3;22.730000019073486;CPLE3 22.73;6220186678.969563;0.06702030529807729;0.1411667416620788;False;0.0;DRE_con 2016;empresa tem ON e PN, mas so um preco disponivel: market cap aproximado;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;2017;11431972.07;9424607.56;1297241.97;710122.54;14024573000.0;273655375.0;0.0;273655375.0;FRE;ON:CPLE3;21.710000038146973;CPLE3 21.71;5941058201.689124;0.08151386904970298;0.19242316237113674;False;0.0;DRE_con 2017;empresa tem ON e PN, mas so um preco disponivel: market cap aproximado;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;2018;11749961.0;9281651.0;1685219.0;783091.0;14934780000.0;273655375.0;0.0;273655375.0;FRE;ON:CPLE3;33.05999994277954;CPLE3 33.06;9047046681.841314;0.07867515289813443;0.12987620616110904;False;0.0;DRE_con 2018;empresa tem ON e PN, mas so um preco disponivel: market cap aproximado;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;2019;10559969.6;8312114.5;1567895.0;679960.1;16244274000.0;;;;;ON:CPLE3;;;;0.06500733489228266;;False;0.0;DRE_con 2019;sem quantidade de acoes;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;2020;10859391.88;8246909.32;1928780.09;683702.47;18633249000.0;2736553750.0;0.0;2736553750.0;DFP;ON:CPLE3;70.0;CPLE3 70.00;191558762500.0;0.0582796477415184;0.005668961178426907;False;0.0;DRE_con 2020;empresa tem ON e PN, mas so um preco disponivel: market cap aproximado;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;2021;11073665.8;8460953.07;1941151.97;671560.76;23984287000.0;2736553750.0;0.0;2736553750.0;DFP;ON:CPLE3;6.119999885559082;CPLE3 6.12;16747708636.826277;0.0461705023793286;0.06612048274860889;False;0.0;DRE_con 2021;empresa tem ON e PN, mas so um preco disponivel: market cap aproximado;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;2022;8559077.41;5829078.87;2057977.42;672021.12;21927721000.0;2736553750.0;0.0;2736553750.0;DFP;ON:CPLE3;6.869999885559083;CPLE3 6.87;18800123949.32628;0.03903313714179417;0.0455267073401754;False;0.0;DRE_con 2022;empresa tem ON e PN, mas so um preco disponivel: market cap aproximado;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;2023;13652219.78;10035032.86;2990335.42;626851.5;21479468000.0;2982810591.0;0.0;2982810591.0;DFP;ON:CPLE3;9.489999771118164;CPLE3 9.49;28306871825.878838;0.06355939439468426;0.048229348209076234;False;0.0;DRE_con 2023;empresa tem ON e PN, mas so um preco disponivel: market cap aproximado;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;2024;49088565.65;40255164.47;8366748.62;466652.56;22651036000.0;2982810591.0;5698400.0;2977112191.0;DFP;ON:CPLE3;8.239999771118164;CPLE3 8.24;24531403772.433098;0.21671664664697898;0.20010500053471358;False;0.0;DRE_con 2024;empresa tem ON e PN, mas so um preco disponivel: market cap aproximado;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;2025;53436931.357999995;41862246.1;11441384.48;133300.778;26116856000.0;2982810591.0;12740266.0;2970070325.0;DFP;ON:CPLE3;13.079999923706055;CPLE3 13.08;38848519624.40162;0.20460706050529204;0.13755204026985643;False;0.0;DRE_con 2025;empresa tem ON e PN, mas so um preco disponivel: market cap aproximado;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;2026;65458216.46;52283373.82;12671724.21;503118.43;;2982810591.0;12723294.0;2970087297.0;FRE;ON:CPLE3;15.25;CPLE3 15.25;45293831279.25;;0.1445190539445218;True;1.0;;empresa tem ON e PN, mas so um preco disponivel: market cap aproximado;Utilities;Copel
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;2008;3605000.0;2105000.0;1272000.0;228000.0;;;;;;ON:SBSP3;;;;;;False;0.0;;sem DFP;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;2009;3656000.0;2200000.0;1225000.0;231000.0;8579519000.0;;;;;ON:SBSP3;;;;0.042613111527580974;;False;0.0;DRE_con 2010;sem quantidade de acoes;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;2010;3675042.6799999997;2230893.88;1214748.8;229400.0;9231027000.0;;;;;ON:SBSP3;;;;0.03981185062073808;;False;0.0;DRE_con 2010;sem quantidade de acoes;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;2011;3898765.62;2441905.06;1240276.6;216583.96;9941637000.0;;;;;ON:SBSP3;;;;0.03921653566711398;;False;0.0;DRE_con 2011;sem quantidade de acoes;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;2012;4108342.6;2878053.3;1004627.7;225661.6;10754435000.0;683509869.0;0.0;683509869.0;FRE;ON:SBSP3;89.70001318436462;SBSP3 89.70;61310844260.94334;0.03820138017478371;0.006700841669239784;False;0.0;DRE_con 2012;;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;2013;4212502.72;2928574.78;1026347.45;257580.49;11315567000.0;683509869.0;0.0;683509869.0;FRE;ON:SBSP3;22.26000158109041;SBSP3 22.26;15214930764.6309;0.03722750013322355;0.027686637456100126;False;0.0;DRE_ind 2013;;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;2014;4253261.21;2898726.05;1051450.37;303084.79;11213216000.0;683509869.0;0.0;683509869.0;FRE;ON:SBSP3;13.29999980031921;SBSP3 13.30;9090681121.21621;0.03793078818779554;0.04678704657315019;False;0.0;DRE_ind 2014;;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;2015;4598716.86;3135137.18;1139410.76;324168.92;11711569000.0;683509869.0;0.0;683509869.0;FRE;ON:SBSP3;21.32000373234479;SBSP3 21.32;14572432958.1745;0.039266445512125665;0.03155764636693917;False;0.0;DRE_ind 2015;;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;2016;4406307.4;3183589.45;923339.36;299378.59;14098208000.0;683509869.0;0.0;683509869.0;FRE;ON:SBSP3;31.35000374444743;SBSP3 31.35;21428036952.516773;0.03125437927997658;0.020563280760454678;False;0.0;DRE_ind 2016;;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;2017;4368835.600000001;3208258.74;847512.95;313063.91;14608233000.0;683509869.0;0.0;683509869.0;FRE;ON:SBSP3;36.38000625346535;SBSP3 36.38;24866093308.525284;0.02990666701441578;0.0175694490718498;False;0.0;DRE_ind 2017;;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;2018;4614243.1;3227829.46;1106255.67;280157.97;16085094000.0;683509869.0;0.0;683509869.0;FRE;ON:SBSP3;43.37000223658986;SBSP3 43.37;29643824547.261242;0.028686454054915683;0.015565613312288694;False;0.0;DRE_ind 2018;;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;2019;5902084.11;4482883.46;1189200.58;230000.07;17983654000.0;683509869.0;0.0;683509869.0;FRE;ON:SBSP3;60.56000610858781;SBSP3 60.56;41393361841.92005;0.03281915961016599;0.014258528052251165;False;0.0;DRE_ind 2019;;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;2020;6881668.08;5157573.68;1438883.33;285211.07;17797541000.0;683509869.0;0.0;683509869.0;DFP;ON:SBSP3;44.440007844387566;SBSP3 44.44;30375183940.076317;0.03866639824007148;0.022655560188791106;False;0.0;DRE_ind 2020;;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;2021;6857935.71;5135802.88;1474950.0;247182.83;19491061000.0;683509869.0;0.0;683509869.0;DFP;ON:SBSP3;40.180007601454896;SBSP3 40.18;27463431732.08944;0.03518503025566438;0.024971153557575607;False;0.0;DRE_ind 2021;;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;2022;6590987.59;4754983.72;1560300.0;275703.87;22055720000.0;683509869.0;0.0;683509869.0;DFP;ON:SBSP3;57.160005937785414;SBSP3 57.16;39069428170.57493;0.02988334812919279;0.016869936158840408;False;0.0;DRE_ind 2022;;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;2023;9473728.07;7358092.24;1820929.54;294706.29;25572056000.0;683509869.0;0.0;683509869.0;DFP;ON:SBSP3;75.37001281161058;SBSP3 75.37;51516147583.392265;0.03704718959633124;0.018389822442884167;False;0.0;DRE_con 2023;;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;2024;9351835.540000001;7023357.44;1929170.1;399308.0;36145477000.0;683509869.0;0.0;683509869.0;DFP;ON:SBSP3;88.50001948809151;SBSP3 88.50;60490636726.80287;0.025872768368778203;0.015459972065158119;False;0.0;DRE_con 2024;empresa tem ON e PN, mas so um preco disponivel: market cap aproximado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;2025;63057948.0;49340766.0;13105946.0;611236.0;38092050000.0;703773869.0;3554431.0;700219438.0;DFP;ON:SBSP3;137.34463827884122;SBSP3 137.34;96171385427.92348;0.16554096720969336;0.06556830570696037;False;0.0;DRE_con 2025;"empresa tem ON e PN, mas so um preco disponivel: market cap aproximado; acoes DFP e FRE divergem (703,773,869 x 3,524,534,028)";Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;2026;71157973.17;56453743.17;13954230.0;750000.0;;3524534028.0;17703549.0;3506830479.0;FRE;ON:SBSP3;25.59000015258789;SBSP3 25.59;89739792492.70987;;0.0792936680523087;True;1.0;;empresa tem ON e PN, mas so um preco disponivel: market cap aproximado;Utilities;Sabesp
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2007;3421102.0;2821197.0;476597.0;123308.0;;;;;;ON:CSMG3;;;;;;False;0.0;;sem DFP;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2008;3392650.0;2819014.0;462782.0;110854.0;;;;;;ON:CSMG3;;;;;;False;0.0;;sem DFP;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2009;4528956.0;3827051.0;563461.0;138444.0;3270633000.0;;;;;ON:CSMG3;;;;0.13847337808919558;;False;0.0;DRE_con 2010;sem quantidade de acoes;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2010;4284688.0;3609498.0;529110.0;146080.0;3238071000.0;115299504.0;370176.0;114929328.0;FRE;ON:CSMG3;26.905360221862793;CSMG3 26.91;3092214969.8966217;0.13232223752968975;0.13856371700261333;False;0.0;DRE_con 2010;;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2011;6143753.0;5394254.0;602291.0;147208.0;3224932000.0;115300760.0;370176.0;114930584.0;FRE;ON:CSMG3;38.06100368499756;CSMG3 38.06;4374373381.142921;0.19050798590481907;0.14044875607748833;False;0.0;DRE_con 2011;;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2012;6378247.0;5574674.0;629137.0;174436.0;3519027000.0;119684430.0;357213.0;119327217.0;FRE;ON:CSMG3;47.67216968536377;CSMG3 47.67;5688587336.906224;0.18125030015399143;0.11212356640144075;False;0.0;DRE_con 2012;;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2013;6561906.0;5794813.0;602736.0;164357.0;3733397000.0;119684430.0;357213.0;119327217.0;FRE;ON:CSMG3;30.9583797454834;CSMG3 30.96;3694177297.8577023;0.17576234191006207;0.17762834512045017;False;0.0;DRE_con 2013;;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2014;7662338.0;6841258.0;638925.0;182155.0;4131432000.0;119684430.0;357213.0;119327217.0;FRE;ON:CSMG3;16.54655170440674;CSMG3 16.55;1974453965.8334627;0.185464458812344;0.388073772931219;False;0.0;DRE_con 2014;;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2015;6387885.0;5544757.0;671932.0;171196.0;3834469000.0;119684430.0;357213.0;119327217.0;FRE;ON:CSMG3;12.660767555236816;CSMG3 12.66;1510774157.450303;0.16659112382966193;0.42282196637389396;False;0.0;DRE_con 2015;;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2016;5964176.0;4823424.0;896922.0;243830.0;4032875000.0;126751023.0;357213.0;126393810.0;FRE;ON:CSMG3;43.15999889373779;CSMG3 43.16;5455156699.775305;0.14788893779251774;0.10933097485990936;False;0.0;DRE_con 2016;;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2017;6609128.0;5446655.0;908262.0;254211.0;4326401000.0;126751023.0;357213.0;126393810.0;FRE;ON:CSMG3;45.099998474121094;CSMG3 45.10;5700360638.138351;0.15276272356630835;0.1159422783846609;False;0.0;DRE_con 2017;;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2018;4870484.0;3961520.0;638886.0;270078.0;4737285000.0;126751023.0;357213.0;126393810.0;FRE;ON:CSMG3;59.610002517700195;CSMG3 59.61;7534335332.32172;0.1028117159934435;0.06464384428319772;False;0.0;DRE_con 2018;;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2019;4936619.0;4019483.0;675784.0;241352.0;5157224000.0;126751023.0;357213.0;126393810.0;FRE;ON:CSMG3;67.9900016784668;CSMG3 67.99;8593515354.047813;0.09572240802416183;0.05744586233472776;False;0.0;DRE_con 2019;;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2020;4540646.0;3505098.0;763036.0;272512.0;5343338000.0;380253000.0;1072000.0;379181000.0;DFP (corrigido de milhares);ON:CSMG3;16.399999618530273;CSMG3 16.40;6218568255.353928;0.08497770494773117;0.07301754702283268;False;0.0;DRE_con 2020;quantidade de acoes da DFP estava em milhares;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2021;6226231.0;5139267.0;811876.0;275088.0;5894710000.0;380253000.0;1072000.0;379181000.0;DFP (corrigido de milhares);ON:CSMG3;12.720000267028809;CSMG3 12.72;4823182421.252251;0.10562404257376529;0.12908968511258326;False;0.0;DRE_con 2021;quantidade de acoes da DFP estava em milhares;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2022;6124381.0;5033133.0;808880.0;282368.0;6176855000.0;380253000.0;1072000.0;379181000.0;DFP (corrigido de milhares);ON:CSMG3;15.6899995803833;CSMG3 15.69;5949349730.88932;0.09915047382527192;0.10294202353245277;False;0.0;DRE_con 2022;quantidade de acoes da DFP estava em milhares;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2023;7623367.5600000005;5999282.74;1364392.82;259692.0;7404379000.0;380253000.0;1072000.0;379181000.0;DFP (corrigido de milhares);ON:CSMG3;20.479999542236328;CSMG3 20.48;7765626706.424713;0.10295755471188063;0.0981680918771563;False;0.0;DRE_con 2023;quantidade de acoes da DFP estava em milhares;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2024;10274020.89;7853651.89;2151259.0;269110.0;7878006000.0;380253000.0;1072000.0;379181000.0;DFP (corrigido de milhares);ON:CSMG3;20.81999969482422;CSMG3 20.82;7894548304.283142;0.1304139764554635;0.13014070588973264;False;0.0;DRE_con 2024;quantidade de acoes da DFP estava em milhares;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2025;10779301.32;8379609.62;2136115.0;263576.7;8330190000.0;380253000.0;1072000.0;379181000.0;DFP (corrigido de milhares);ON:CSMG3;43.91999816894531;CSMG3 43.92;16653628825.698853;0.1294004256805667;0.06472644150304376;False;0.0;DRE_con 2025;quantidade de acoes da DFP estava em milhares;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2026;12411511.78;9070604.7;2886757.14;454149.94;;380253069.0;1071639.0;379181430.0;FRE;ON:CSMG3;55.790000915527344;CSMG3 55.79;21154532326.850967;;0.05867069802458526;True;1.0;;empresa tem ON e PN, mas so um preco disponivel: market cap aproximado;Utilities;Copasa
01.027.058/0001-91;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2007;7147313.04;6576854.38;257308.7;313149.96;;;;;;;;;;;;False;0.0;;sem DFP;Financials;Cielo
01.027.058/0001-91;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2008;9348038.36;8977886.14;153057.2;217095.02;;;;;;;;;;;;False;0.0;;sem DFP;Financials;Cielo
01.027.058/0001-91;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2009;16471797.2;15563566.42;627500.0;280730.78;3444921000.0;;;;;;;;;0.47814731310239045;;False;0.0;DRE_con 2010;sem cotacao;Financials;Cielo
01.027.058/0001-91;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2010;26042101.59;24721688.74;1020000.0;300412.85;3992494000.0;545913520.0;5438760.0;540474760.0;FRE;;;;;0.6522765366710632;;False;0.0;DRE_con 2010;sem cotacao;Financials;Cielo
01.027.058/0001-91;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2011;29571765.18;28221011.9;1042000.0;308753.28;4208726000.0;545913520.0;1392032.0;544521488.0;FRE;;;;;0.7026298499831065;;False;0.0;DRE_con 2011;sem cotacao;Financials;Cielo
01.027.058/0001-91;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2012;33082304.700000003;31498551.42;1275000.0;308753.28;5427406000.0;545913520.0;1561925.0;544351595.0;FRE;;;;;0.6095417350388013;;False;0.0;DRE_con 2012;sem cotacao;Financials;Cielo
01.027.058/0001-91;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2013;36158677.160000004;34391923.88;1458000.0;308753.28;6734240000.0;545913520.0;6329234.0;539584286.0;FRE;;;;;0.5369377563021218;;False;0.0;DRE_con 2013;sem cotacao;Financials;Cielo
01.027.058/0001-91;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2014;47594594.83;45572464.91;1559000.0;463129.92;7725578000.0;1572230938.0;5564856.0;1566666082.0;FRE;;;;;0.6160651647035341;;False;0.0;DRE_con 2014;sem cotacao;Financials;Cielo
01.027.058/0001-91;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2015;40228766.04000001;37790235.34;1883000.0;555530.7;11122314000.0;2264012551.0;6199003.0;2257813548.0;FRE;;;;;0.3616942125532511;;False;0.0;DRE_con 2015;sem cotacao;Financials;Cielo
01.027.058/0001-91;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2016;45940057.309999995;43600143.07;1845908.8;494005.44;12300784000.0;2716815061.0;4308082.0;2712506979.0;FRE;;;;;0.37347259581177905;;False;0.0;DRE_con 2016;sem cotacao;Financials;Cielo
01.027.058/0001-91;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;2017;52590564.17;49379720.97;2613920.0;596923.2;11600341000.0;2716815061.0;2818943.0;2713996118.0;FRE;;;;;0.45335360546728753;;False;0.0;DRE_con 2017;sem cotacao;Financials;Cielo
