cnpj;empresa;orgao;exercicio;n_membros;n_membros_remunerados;salario;beneficios;participacoes_comites;outros_fixos;bonus;participacao_resultados;participacao_reunioes;comissoes;outros_variaveis;pos_emprego;cessacao_cargo;baseada_acoes;total_orgao;total_empresa;soma_verbas;dif_soma_total;alertas_82;desc_outras_fixas;desc_outras_variaveis;observacao;previsao;fre;data_referencia;versao;id_documento;setor;apelido;total_orgao_original;escala_corrigida
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2007;5.0;0.0;1841000.0;98000.0;0.0;0.0;0.0;0.0;0.0;0.0;356000.0;0.0;0.0;0.0;2295000.0;2295000.0;2295000.0;0.0;;;Remuneração variável de curto prazo.;;False;2010;2010-01-01;5;7166;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2008;5.0;0.0;1819000.0;144000.0;0.0;0.0;0.0;0.0;0.0;0.0;1340000.0;0.0;0.0;0.0;3303000.0;3303000.0;3303000.0;0.0;;;Remuneração variável de curto e longo prazo.;;False;2010;2010-01-01;5;7166;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2008;5.0;0.0;1819000.0;144000.0;0.0;0.0;0.0;0.0;0.0;0.0;1340000.0;0.0;0.0;0.0;3303000.0;3303000.0;3303000.0;0.0;;;Remuneração variável de curto e longo prazo.;;False;2011;2011-01-01;8;16902;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2009;5.0;0.0;1962000.0;267000.0;0.0;0.0;0.0;0.0;0.0;0.0;4180000.0;0.0;0.0;0.0;6409000.0;6409000.0;6409000.0;0.0;;;Remuneração variável de curto e longo prazo.;;False;2010;2010-01-01;5;7166;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2009;5.0;0.0;1962000.0;267000.0;0.0;0.0;0.0;0.0;0.0;0.0;4180000.0;0.0;0.0;0.0;6409000.0;6409000.0;6409000.0;0.0;;;Remuneração variável de curto e longo prazo.;;False;2011;2011-01-01;8;16902;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2009;5.0;0.0;1962000.0;267000.0;0.0;0.0;0.0;0.0;0.0;0.0;4180000.0;0.0;0.0;0.0;6409000.0;6409000.0;6409000.0;0.0;;;Remuneração variável de curto e longo prazo.;;False;2012;2012-01-01;4;24830;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2010;4.0;0.0;2356000.0;130000.0;0.0;0.0;0.0;0.0;0.0;0.0;1547000.0;0.0;0.0;0.0;4033000.0;4033000.0;4033000.0;0.0;;;Remuneração variável de curto e longo prazo.;A Companhia não possui Conselho Fiscal.De acordo com a Assembleia Geral Ordinária e Extraordinária de 18 de março de 2010, o limite da remuneração global dos Conselheiros e Diretores para oexercício de 2010 é de R$10.000.000,00.Desde 30 de novembro de 2011, a Companhia conta com apenas 3 diretores estatutários.;True;2010;2010-01-01;5;7166;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2010;3.0;0.0;2604000.0;176000.0;0.0;0.0;0.0;0.0;0.0;0.0;1373000.0;0.0;0.0;0.0;4153000.0;4153000.0;4153000.0;0.0;;;Remuneração variável de curto e longo prazo.;;False;2011;2011-01-01;8;16902;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2010;3.0;0.0;2604000.0;176000.0;0.0;0.0;0.0;0.0;0.0;0.0;1373000.0;0.0;0.0;0.0;4153000.0;4153000.0;4153000.0;0.0;;;Remuneração variável de curto e longo prazo.;;False;2012;2012-01-01;4;24830;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2010;3.0;0.0;2604000.0;176000.0;0.0;0.0;0.0;0.0;0.0;0.0;1373000.0;0.0;0.0;0.0;4153000.0;4153000.0;4153000.0;0.0;;Remuneração fixa de curto e longo prazo.;Remuneração variável de curto e longo prazo.;;False;2013;2013-01-01;5;38205;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2011;4.0;0.0;2640000.0;297000.0;0.0;0.0;0.0;0.0;0.0;0.0;1216100.0;0.0;0.0;0.0;4153100.0;4273100.0;4153100.0;0.0;;;Remuneração variável de curto e longo prazo.;;False;2012;2012-01-01;4;24830;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2011;4.0;0.0;2889000.0;297000.0;0.0;1164000.0;0.0;0.0;0.0;0.0;777000.0;0.0;0.0;0.0;5127000.0;5220000.0;5127000.0;0.0;;Remuneração fixa de curto e longo prazo.;Remuneração variável de curto e longo prazo.;;False;2013;2013-01-01;5;38205;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2011;4.0;0.0;3364341.0;297015.0;0.0;637525.0;621736.0;0.0;0.0;0.0;155434.0;0.0;0.0;0.0;5076051.0;5220051.0;5076051.0;0.0;;INSS;INSS;;False;2014;2014-01-01;5;46811;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2012;4.0;0.0;2868000.0;335000.0;0.0;623712.0;0.0;0.0;0.0;0.0;1928000.0;0.0;0.0;0.0;5754712.0;6088000.0;5754712.0;0.0;;Remuneração fixa de curto e longo prazo.;Remuneração variável de curto e longo prazo.;;False;2013;2013-01-01;5;38205;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2012;4.0;0.0;3765752.0;335050.0;0.0;763232.0;712726.0;0.0;0.0;0.0;178181.0;0.0;0.0;0.0;5754941.0;6088229.0;5754941.0;0.0;;INSS;INSS;;False;2014;2014-01-01;5;46811;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2012;4.0;0.0;3765752.0;335050.0;0.0;763232.0;712726.0;0.0;0.0;0.0;178181.0;0.0;0.0;0.0;5754941.0;6088229.0;5754941.0;0.0;;INSS;INSS;;False;2015;2015-01-01;5;56726;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2013;4.0;0.0;3228000.0;318000.0;0.0;645000.0;0.0;0.0;0.0;0.0;2146000.0;0.0;0.0;0.0;6337000.0;6486000.0;6337000.0;0.0;;Remuneração fixa de curto e longo prazo.;Remuneração variável de curto e longo prazo.;;True;2013;2013-01-01;5;38205;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2013;3.33;0.0;2813748.0;364436.0;0.0;565233.0;1609807.0;0.0;0.0;0.0;402452.0;0.0;0.0;0.0;5755676.0;6015920.0;5755676.0;0.0;;INSS;INSS;Nº de membros = 40/12 = 3,33;False;2014;2014-01-01;5;46811;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2013;3.33;0.0;2813748.0;364436.0;0.0;565233.0;1609807.0;0.0;0.0;0.0;402452.0;0.0;0.0;0.0;5755676.0;6015920.0;5755676.0;0.0;;INSS;INSS;Nº de membros: 40/12 = 3,33;False;2015;2015-01-01;5;56726;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2013;3.33;0.0;2813748.0;364436.0;0.0;565233.0;1609807.0;0.0;0.0;0.0;402452.0;0.0;0.0;0.0;5755676.0;6015920.0;5755676.0;0.0;;INSS;INSS;Nº de membros: 40/12 = 3,33;False;2016;2016-01-01;4;65840;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2013;3.0;0.0;3014130.0;492645.0;0.0;602826.0;2577466.33;0.0;0.0;0.0;515493.27;0.0;0.0;0.0;7202560.6;7969259.8;7202560.6;0.0;;INSS;INSS;;False;2016;2016-01-01;4;65840;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2014;3.0;0.0;3312000.0;404000.0;0.0;662400.0;1762000.0;0.0;0.0;0.0;352400.0;0.0;0.0;0.0;6492800.0;6877820.0;6492800.0;0.0;;INSS;INSS;;True;2014;2014-01-01;5;46811;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2014;3.0;0.0;2374117.0;371393.0;0.0;474823.0;1993756.0;0.0;0.0;0.0;398751.0;0.0;0.0;0.0;5612840.0;6090920.0;5612840.0;0.0;;INSS;INSS;;False;2015;2015-01-01;5;56726;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2014;3.0;0.0;2374117.0;371393.0;0.0;474823.0;1993756.0;0.0;0.0;0.0;398751.0;0.0;0.0;0.0;5612840.0;6090920.0;5612840.0;0.0;;INSS;INSS;;False;2016;2016-01-01;4;65840;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2014;3.0;0.0;2374117.0;371393.0;0.0;474823.0;1993756.0;0.0;0.0;0.0;398751.0;0.0;0.0;0.0;5612840.0;6090920.0;5612840.0;0.0;;INSS;INSS;;False;2017;2017-01-01;5;73711;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2015;3.0;0.0;2556000.0;450393.0;0.0;511200.0;2093444.0;0.0;0.0;0.0;418689.0;0.0;0.0;0.0;6029726.0;6682046.0;6029726.0;0.0;;INSS;INSS;;True;2015;2015-01-01;5;56726;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2015;3.0;0.0;2778000.0;433922.12;0.0;555600.0;2375545.0;0.0;0.0;0.0;475109.0;0.0;0.0;0.0;6618176.12;7302164.12;6618176.12;0.0;;INSS;INSS;;False;2016;2016-01-01;4;65840;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2015;3.0;0.0;2778000.0;433922.12;0.0;555600.0;2375545.0;0.0;0.0;0.0;475109.0;0.0;0.0;0.0;6618176.12;7302164.12;6618176.12;0.0;;INSS;INSS;;False;2017;2017-01-01;5;73711;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2015;3.0;0.0;2778000.0;433922.12;0.0;555600.0;2375545.0;0.0;0.0;0.0;475109.0;0.0;0.0;0.0;6618176.12;7302164.12;6618176.12;0.0;;INSS;INSS;;False;2018;2018-01-01;5;82623;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2016;3.0;3.0;3033888.3;443809.89;0.0;606864.01;2246658.0;0.0;0.0;0.0;449331.6;0.0;0.0;0.0;6780551.8;7389422.52;6780551.8;0.0;;INSS;INSS;;False;2017;2017-01-01;5;73711;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2016;3.0;3.0;3033888.3;443809.89;0.0;606864.01;2246658.0;0.0;0.0;0.0;449331.6;0.0;0.0;0.0;6780551.8;7389422.52;6780551.8;0.0;;INSS;INSS;;False;2018;2018-01-01;5;82623;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2016;6.0;6.0;8570864.77;372164.29;0.0;1714172.95;4470709.94;0.0;0.0;0.0;894142.0;0.0;0.0;1555949.88;17578003.83;17843110.98;17578003.83;0.0;;Valor correspondente às contribuições para INSS, que são ônus da Companhia, em conformidade com o item 10.2.13 (b) do OFÍCIO-CIRCULAR/CVM/SEP/N° 03/2019;Valor correspondente às contribuições para INSS, que são ônus da Companhia, em conformidade com o item 10.2.13 (b) do OFÍCIO-CIRCULAR/CVM/SEP/N° 03/2019;O valor de remuneração baseada em ações acima reflete apenas o valor do registro contábil do Plano de Opções, conforme Pronunciamento CPC 10(R1) - Pagamentos Baseados em Ações e não representa desembolso de caixa para a Companhia.;False;2019;2019-01-01;13;93974;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2017;3.0;3.0;3190483.0;525225.0;0.0;649344.0;2381457.0;0.0;0.0;0.0;476291.0;0.0;0.0;0.0;7222800.0;7833776.0;7222800.0;0.0;;INSS;INSS;;True;2017;2017-01-01;5;73711;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2017;2.92;2.92;3275576.0;406191.0;0.0;655126.0;2057789.0;0.0;0.0;0.0;411558.0;0.0;0.0;0.0;6806240.0;7394214.0;6806240.0;0.0;;INSS;INSS;Nº de membros: 35/12 = 2,92;False;2018;2018-01-01;5;82623;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2017;6.0;6.0;8782551.4;427396.84;0.0;1756510.28;4651955.24;0.0;0.0;930391.05;0.0;0.0;0.0;2038915.28;18587720.1;18587720.1;18587720.09;-0.01;;Valor correspondente às contribuições para INSS, que são ônus da Companhia, em conformidade com o item 10.2.13 (b) do OFÍCIO-CIRCULAR/CVM/SEP/N° 03/2019;Valor correspondente às contribuições para INSS, que são ônus da Companhia, em conformidade com o item 10.2.13 (b) do OFÍCIO-CIRCULAR/CVM/SEP/N° 03/2019;O valor de remuneração baseada em ações acima reflete apenas o valor do registro contábil do Plano de Opções, conforme Pronunciamento CPC 10(R1) - Pagamentos Baseados em Ações e não representa desembolso de caixa para a Companhia.;False;2019;2019-01-01;13;93974;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2017;6.0;6.0;8782551.4;427396.84;0.0;1756510.28;4651955.24;0.0;0.0;930391.05;0.0;0.0;0.0;2038915.28;18587720.1;18587720.1;18587720.09;-0.01;;Valor correspondente às contribuições para INSS, que são ônus da Companhia, em conformidade com o item 10.2.13 (b) do OFÍCIO-CIRCULAR/CVM/SEP/N° 03/2019;Valor correspondente às contribuições para INSS, que são ônus da Companhia, em conformidade com o item 10.2.13 (b) do OFÍCIO-CIRCULAR/CVM/SEP/N° 03/2019;O valor de remuneração baseada em ações acima reflete apenas o valor do registro contábil do Plano de Opções, conforme Pronunciamento CPC 10(R1) - Pagamentos Baseados em Ações e não representa desembolso de caixa para a Companhia.;False;2020;2020-01-01;8;103608;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2018;3.0;3.0;3265081.0;534753.8;0.0;653016.2;2625144.0;0.0;0.0;0.0;525028.8;0.0;0.0;0.0;7603023.8;8228790.44;7603023.8;0.0;;INSS;INSS;;True;2018;2018-01-01;5;82623;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2018;5.3;5.3;7023525.9;551205.66;0.0;1404705.0;6179931.93;0.0;0.0;0.0;1235986.39;0.0;0.0;11086228.28;27481583.33;28299040.9;27481583.16;-0.17;;Valor correspondente às contribuições para INSS, que são ônus da Companhia, em conformidade com o item 9.2.13 (b) do OFÍCIO-CIRCULAR/CVM/SEP/N° 03/2019;Valor correspondente às contribuições para INSS, que são ônus da Companhia, em conformidade com o item 9.2.13 (b) do OFÍCIO-CIRCULAR/CVM/SEP/N° 03/2019;O valor de remuneração baseada em ações acima reflete apenas o valor do registro contábil do Plano de Opções, conforme Pronunciamento CPC 10(R1) - Pagamentos Baseados em Ações e não representa desembolso de caixa para a Companhia;False;2019;2019-01-01;13;93974;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2018;5.3;5.3;7023525.9;551205.66;0.0;1404705.0;6179931.93;0.0;0.0;0.0;1235986.39;0.0;0.0;11086228.28;27481583.33;28299040.9;27481583.16;-0.17;;Valor correspondente às contribuições para INSS, que são ônus da Companhia, em conformidade com o item 9.2.13 (b) do OFÍCIO-CIRCULAR/CVM/SEP/N° 03/2019;Valor correspondente às contribuições para INSS, que são ônus da Companhia, em conformidade com o item 9.2.13 (b) do OFÍCIO-CIRCULAR/CVM/SEP/N° 03/2019;O valor de remuneração baseada em ações acima reflete apenas o valor do registro contábil do Plano de Opções, conforme Pronunciamento CPC 10(R1) - Pagamentos Baseados em Ações e não representa desembolso de caixa para a Companhia;False;2020;2020-01-01;8;103608;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2018;5.3;5.3;7023525.9;551205.66;0.0;1404705.0;6179931.93;0.0;0.0;0.0;1235986.39;0.0;0.0;11086228.28;27481583.33;28299040.9;27481583.16;-0.17;;Valor correspondente às contribuições para INSS, que são ônus da Companhia, em conformidade com o item 9.2.13 (b) do OFÍCIO-CIRCULAR/CVM/SEP/N° 03/2019;Valor correspondente às contribuições para INSS, que são ônus da Companhia, em conformidade com o item 9.2.13 (b) do OFÍCIO-CIRCULAR/CVM/SEP/N° 03/2019;O valor de remuneração baseada em ações acima reflete apenas o valor do registro contábil do Plano de Opções, conforme Pronunciamento CPC 10(R1) - Pagamentos Baseados em Ações e não representa desembolso de caixa para a Companhia;False;2021;2021-01-01;10;114667;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2019;9.8;9.8;9187389.0;969578.0;0.0;1837478.0;7282898.0;0.0;0.0;0.0;1456580.0;0.0;0.0;12312320.0;33046243.0;11446598.32;33046243.0;0.0;;;;;True;2019;2019-01-01;13;93974;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2019;5.08;5.08;5391600.0;736395.0;0.0;1078320.0;12955383.0;0.0;0.0;0.0;2591976.66;0.0;0.0;5135280.0;27888055.0;32162388.0;27888954.66;899.66;;;;;False;2020;2020-01-01;8;103608;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2019;5.08;5.08;5391600.0;736395.0;0.0;1078320.0;12955383.0;0.0;0.0;0.0;2591976.66;0.0;0.0;5135280.0;27888055.0;32162388.0;27888954.66;899.66;;;;;False;2021;2021-01-01;10;114667;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2019;7.83;7.83;8631186.12;1077283.18;0.0;0.0;8806796.69;0.0;0.0;0.0;9316769.76;0.0;350000.0;0.0;28182035.75;32162388.0;28182035.75;0.0;;;;O valor de remuneração baseada em ações acima reflete apenas o valor do registro contábil dos programas de sócios, conforme Pronunciamento CPC 10(R1) - Pagamentos Baseados em Ações e não representa desembolso de caixa para a Companhia. O desembolso de caixa para a Companhia relativo a esses itens (valor justo das opções de compra de ações e demais incentivos atrelados a ações) refere-se ao valor da contribuição ao INSS e, em determinados casos, o gross up do IRRF.;False;2022;2022-01-01;14;127027;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2020;8.0;8.0;8116890.0;1413216.0;0.0;1623378.0;5857588.0;0.0;0.0;0.0;1171518.0;0.0;0.0;11576687.0;29759277.0;33975543.0;29759277.0;0.0;;;;;True;2020;2020-01-01;8;103608;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2020;8.0;8.0;8313625.87;1105234.07;0.0;1662725.17;6541369.38;0.0;0.0;0.0;1308273.88;0.0;0.0;10134778.98;29066007.34;34510831.45;29066007.35;0.01;;;;;False;2021;2021-01-01;10;114667;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2020;8.0;8.0;0.0;1105234.07;0.0;1662725.17;6541369.38;0.0;0.0;0.0;1308273.88;0.0;0.0;10134778.98;8313625.87;34510831.45;20752381.48;12438755.61;soma das verbas != total do orgao;;;;False;2022;2022-01-01;14;127027;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2020;8.0;8.0;8313625.87;1105234.07;0.0;1662725.17;6541369.38;0.0;0.0;0.0;1308273.88;0.0;0.0;10134778.98;29066007.35;34510831.47;29066007.35;0.0;;INSS;INSS;Conforme disposto no Ofício Circular/Anual-2023-CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.;False;2023;2023-12-31;12;137501;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2021;8.0;8.0;8810702.12;1207375.27;0.0;0.0;8367988.22;0.0;0.0;0.0;0.0;0.0;0.0;9385676.51;27771742.12;32316611.42;27771742.12;0.0;;;;;True;2021;2021-01-01;10;114667;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2021;7.83;7.83;8631186.12;1077283.18;0.0;0.0;8806796.69;0.0;0.0;0.0;0.0;0.0;350000.0;9316769.76;28182035.75;31776041.24;28182035.75;0.0;;;;O valor de remuneração baseada em ações acima reflete apenas o valor do registro contábil dos programas de sócios, conforme Pronunciamento CPC 10(R1) - Pagamentos Baseados em Ações e não representa desembolso de caixa para a Companhia. O desembolso de caixa para a Companhia relativo a esses itens (valor justo das opções de compra de ações e demais incentivos atrelados a ações) refere-se ao valor da contribuição ao INSS e, em determinados casos, o gross up do IRRF.;False;2022;2022-01-01;14;127027;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2021;7.83;7.83;8631186.12;1077283.18;0.0;0.0;8806796.69;0.0;0.0;0.0;0.0;0.0;350000.0;9316769.76;28182035.75;31776041.25;28182035.75;0.0;;N/A;N/A;O valor de remuneração baseada em ações acima reflete apenas o valor do registro contábil dos programas de sócios, conforme Pronunciamento CPC 10(R1) - Pagamentos Baseados em Ações e não representa desembolso de caixa para a Companhia. O desembolso de caixa para a Companhia relativo a esses itens (valor justo das opções de compra de ações e demais incentivos atrelados a ações) refere-se ao valor da contribuição ao INSS e, em determinados casos, o gross up do IRRF. Conforme disposto no Ofício Circular/Anual-2023-CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.;False;2023;2023-12-31;12;137501;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2021;7.83;7.83;8631186.12;1077283.18;0.0;0.0;8806796.69;0.0;0.0;0.0;0.0;0.0;350000.0;9316769.76;28182035.75;31776041.25;28182035.75;0.0;;N/A;N/A;O valor de remuneração baseada em ações acima reflete apenas o valor do registro contábil dos programas de sócios, conforme Pronunciamento CPC 10(R1) - Pagamentos Baseados em Ações e não representa desembolso de caixa para a Companhia. O desembolso de caixa para a Companhia relativo a esses itens (valor justo das opções de compra de ações e demais incentivos atrelados a ações) refere-se ao valor da contribuição ao INSS e, em determinados casos, o gross up do IRRF. Conforme disposto no Ofício Circular/Anual-2023-CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.;False;2024;2024-12-31;16;148218;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2022;7.0;7.0;8383792.69;1460071.16;0.0;0.0;12520959.35;0.0;0.0;0.0;0.0;0.0;0.0;7057864.24;29422687.43;35650137.34;29422687.44;0.01;;;;O valor de remuneração baseada em ações acima reflete apenas o valor do registro contábil dos programas de sócios, conforme Pronunciamento CPC 10(R1) - Pagamentos Baseados em Ações e não representa desembolso de caixa para a Companhia. O desembolso de caixa para a Companhia relativo a esses itens (valor justo das opções de compra de ações e demais incentivos atrelados a ações) refere-se ao valor da contribuição ao INSS e, em determinados casos, o gross up do IRRF.;True;2022;2022-01-01;14;127027;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2022;7.0;7.0;8383786.35;1323393.52;0.0;0.0;12304730.24;0.0;0.0;0.0;0.0;0.0;2833920.0;6946179.5;31792009.61;36030378.45;31792009.61;0.0;;N/A;N/A;O valor de remuneração baseada em ações acima reflete apenas o valor do registro contábil dos programas de sócios, conforme Pronunciamento CPC 10(R1) - Pagamentos Baseados em Ações e não representa desembolso de caixa para a Companhia. O desembolso de caixa para a Companhia relativo a esses itens (valor justo das opções de compra de ações e demais incentivos atrelados a ações) refere-se ao valor da contribuição ao INSS e, em determinados casos, o gross up do IRRF. Conforme disposto no Ofício Circular/Anual-2023-CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.;False;2023;2023-12-31;12;137501;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2022;7.0;7.0;8383786.35;1323393.52;0.0;0.0;12304730.24;0.0;0.0;0.0;0.0;0.0;2833920.0;6946179.5;31792009.61;36030378.45;31792009.61;0.0;;N/A;N/A;O valor de remuneração baseada em ações acima reflete apenas o valor do registro contábil dos programas de sócios, conforme Pronunciamento CPC 10(R1) - Pagamentos Baseados em Ações e não representa desembolso de caixa para a Companhia. O desembolso de caixa para a Companhia relativo a esses itens (valor justo das opções de compra de ações e demais incentivos atrelados a ações) refere-se ao valor da contribuição ao INSS e, em determinados casos, o gross up do IRRF. Conforme disposto no Ofício Circular/Anual-2023-CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.;False;2024;2024-12-31;16;148218;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2022;7.0;7.0;8383786.35;1323393.52;0.0;0.0;12304730.24;0.0;0.0;0.0;0.0;0.0;2833920.0;6946179.5;31792009.61;36030378.45;31792009.61;0.0;;N/A;N/A;O valor de remuneração baseada em ações acima reflete apenas o valor do registro contábil dos programas de sócios, conforme Pronunciamento CPC 10(R1) - Pagamentos Baseados em Ações e não representa desembolso de caixa para a Companhia. O desembolso de caixa para a Companhia relativo a esses itens (valor justo das opções de compra de ações e demais incentivos atrelados a ações) refere-se ao valor da contribuição ao INSS e, em determinados casos, o gross up do IRRF. Conforme disposto no Ofício Circular/Anual-2023-CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.;False;2025;2025-12-31;16;156680;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2023;10.0;10.0;14046305.0;1645806.0;0.0;0.0;16064438.0;0.0;0.0;0.0;0.0;0.0;0.0;8150170.67;39906719.67;44625303.74;39906719.67;0.0;;Remuneração Fixa;N/A;O valor de remuneração baseada em ações acima reflete apenas o valor do registro contábil dos programas de sócios, conforme Pronunciamento CPC 10(R1) - Pagamentos Baseados em Ações e não representa desembolso de caixa para a Companhia. O desembolso de caixa para a Companhia relativo a esses itens (valor justo das opções de compra de ações e demais incentivos atrelados a ações) refere-se ao valor da contribuição ao INSS e, em determinados casos, o gross up do IRRF.;True;2023;2023-12-31;12;137501;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2023;10.0;10.0;12404124.65;1757945.38;0.0;0.0;22268587.3;0.0;0.0;0.0;0.0;0.0;0.0;24484414.02;60915071.35;67096665.1;60915071.35;0.0;;Remuneração Fixa;N/A;O valor de remuneração baseada em ações acima reflete apenas o valor do registro contábil dos programas de sócios, conforme Pronunciamento CPC 10(R1) - Pagamentos Baseados em Ações e não representa desembolso de caixa para a Companhia. O desembolso de caixa para a Companhia relativo a esses itens (valor justo das opções de compra de ações e demais incentivos atrelados a ações) refere-se ao valor da contribuição ao INSS e, em determinados casos, o gross up do IRRF.;False;2024;2024-12-31;16;148218;Malls;Allos;;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2023;10.0;10.0;12404124.65;1757945.38;0.0;0.0;22268587.3;0.0;0.0;0.0;0.0;0.0;0.0;24484414.02;60915071.35;67096665.1;60915071.35;0.0;;Remuneração Fixa;N/A;O valor de remuneração baseada em ações acima reflete apenas o valor do registro contábil dos programas de sócios, conforme Pronunciamento CPC 10(R1) - Pagamentos Baseados em Ações e não representa desembolso de caixa para a Companhia. O desembolso de caixa para a Companhia relativo a esses itens (valor justo das opções de compra de ações e demais incentivos atrelados a ações) refere-se ao valor da contribuição ao INSS e, em determinados casos, o gross-up do IRRF.Conforme disposto no Ofício Circular/Anual-2025-CVM/SEP, o número de membros foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.;False;2025;2025-12-31;16;156680;Malls;Allos;;
