cnpj;empresa;orgao;exercicio;previsto_maxima;realizado_maxima;desvio_maxima;desvio_maxima_pct;previsto_media;realizado_media;desvio_media;desvio_media_pct;previsto_minima;realizado_minima;desvio_minima;desvio_minima_pct;fre_previsao;fre_realizado;situacao;setor;apelido
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Diretoria Estatutária;2009;;396166.67;;;;366500.0;;;;303000.0;;;;2012;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Conselho de Administração;2009;;107615.38;;;;94307.69;;;;41000.0;;;;2012;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Conselho Fiscal;2009;;38000.0;;;;46200.0;;;;38000.0;;;;2012;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Diretoria Estatutária;2010;;476573.0;;;;371815.65;;;;324463.0;;;;2013;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Conselho de Administração;2010;;148440.0;;;;113848.06;;;;100440.0;;;;2013;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Conselho Fiscal;2010;;38233.33;;;;38233.33;;;;38233.33;;;;2013;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Diretoria Estatutária;2011;;443563.81;;;;406984.18;;;;275674.4;;;;2014;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Conselho de Administração;2011;;169220.72;;;;128260.25;;;;80730.72;;;;2014;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Conselho Fiscal;2011;;45596.62;;;;45596.62;;;;45596.62;;;;2014;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Diretoria Estatutária;2012;;515865.0;;;;479675.47;;;;335428.84;;;;2015;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Conselho de Administração;2012;;148307.0;;;;100462.77;;;;50288.7;;;;2015;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Conselho Fiscal;2012;;56415.4;;;;56415.4;;;;56415.4;;;;2015;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Diretoria Estatutária;2013;;529652.31;;;;468571.96;;;;471020.23;;;;2016;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Conselho de Administração;2013;;157349.27;;;;110956.48;;;;96361.2;;;;2016;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Conselho Fiscal;2013;;64240.8;;;;57240.11;;;;64240.8;;;;2016;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Diretoria Estatutária;2014;;552283.66;;;;504126.27;;;;480583.2;;;;2017;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Conselho de Administração;2014;;157349.27;;;;114703.68;;;;96361.2;;;;2017;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Conselho Fiscal;2014;;64240.8;;;;64240.8;;;;64240.8;;;;2017;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Diretoria Estatutária;2015;;580554.98;;;;488592.81;;;;494246.37;;;;2018;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Conselho de Administração;2015;;157349.16;;;;113941.08;;;;96361.2;;;;2018;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Conselho Fiscal;2015;;65723.28;;;;59846.57;;;;64240.8;;;;2018;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Diretoria Estatutária;2016;;629880.17;;;;530598.24;;;;438690.89;;;;2019;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Conselho de Administração;2016;;157349.2;;;;114274.74;;;;96361.2;;;;2019;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Conselho Fiscal;2016;;60946.4;;;;60849.31;;;;50651.4;;;;2019;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Diretoria Estatutária;2017;;691026.2;;;;534709.79;;;;439155.89;;;;2020;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Conselho de Administração;2017;;155957.35;;;;121073.28;;;;95508.77;;;;2020;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Conselho Fiscal;2017;;62420.61;;;;62612.78;;;;62420.61;;;;2020;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Diretoria Estatutária;2018;;676546.07;;;;516452.71;;;;498423.93;;;;2021;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Conselho de Administração;2018;;161585.58;;;;115475.54;;;;98955.6;;;;2021;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Conselho Fiscal;2018;;65970.39;;;;61169.86;;;;60429.62;;;;2021;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Diretoria Estatutária;2019;;766097.31;;;;747147.24;;;;720143.67;;;;2022;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Conselho de Administração;2019;;172197.6;;;;129730.97;;;;102027.04;;;;2022;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Conselho Fiscal;2019;;56413.53;;;;56326.55;;;;56413.53;;;;2022;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Diretoria Estatutária;2020;;881892.85;;;;859595.61;;;;864684.16;;;;2023;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Conselho de Administração;2020;;195000.0;;;;148850.0;;;;117000.0;;;;2023;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Conselho Fiscal;2020;;57042.24;;;;57042.24;;;;57042.24;;;;2023;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Diretoria Estatutária;2021;;884033.61;;;;855967.15;;;;828310.77;;;;2024;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Conselho de Administração;2021;;195000.0;;;;147495.0;;;;110550.0;;;;2024;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Conselho Fiscal;2021;;57042.18;;;;57086.1;;;;57042.18;;;;2024;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Diretoria Estatutária;2022;;867339.51;;;;852147.62;;;;852322.07;;;;2025;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Conselho de Administração;2022;;195000.0;;;;145144.19;;;;117000.0;;;;2025;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Conselho Fiscal;2022;;57042.18;;;;57081.54;;;;57042.18;;;;2025;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Diretoria Estatutária;2023;;1874993.34;;;;1337834.95;;;;924140.52;;;;2026;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Conselho de Administração;2023;;163524.08;;;;160717.52;;;;138356.4;;;;2026;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Conselho Fiscal;2023;;57042.18;;;;57042.18;;;;57042.18;;;;2026;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Diretoria Estatutária;2024;;1614380.28;;;;1170559.57;;;;1614380.28;;;;2026;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Conselho de Administração;2024;;298069.2;;;;180803.2;;;;186484.32;;;;2026;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Conselho Fiscal;2024;;77009.4;;;;85504.93;;;;7306.02;;;;2026;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Diretoria Estatutária;2025;;20986062.97;;;;9868153.03;;;;3169203.4;;;;2026;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Conselho de Administração;2025;;2317069.2;;;;1458327.33;;;;1443391.0;;;;2026;so realizado;Utilities;Sabesp
43.776.517/0001-80;CIA SANEAMENTO BASICO EST SAO PAULO;Conselho Fiscal;2025;;150000.0;;;;150000.0;;;;150000.0;;;;2026;so realizado;Utilities;Sabesp
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Diretoria Estatutária;2007;;313725.0;;;;313466.0;;;;308170.0;;;;2010;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho de Administração;2007;;53191.0;;;;52955.0;;;;49268.0;;;;2010;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho Fiscal;2007;;24634.0;;;;24661.0;;;;24634.0;;;;2010;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Diretoria Estatutária;2008;;322050.0;;;;313223.0;;;;292849.0;;;;2011;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho de Administração;2008;;52471.0;;;;51420.0;;;;51928.0;;;;2011;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho Fiscal;2008;;24634.0;;;;22170.0;;;;24634.0;;;;2011;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Diretoria Estatutária;2009;;529073.0;;;;148748.0;;;;394116.0;;;;2012;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho de Administração;2009;;61015.0;;;;59815.0;;;;59948.0;;;;2012;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho Fiscal;2009;;29561.0;;;;29645.0;;;;29561.0;;;;2012;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Diretoria Estatutária;2010;;573115.0;;;;424647.0;;;;393399.0;;;;2013;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho de Administração;2010;;59740.0;;;;58789.0;;;;59740.0;;;;2013;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho Fiscal;2010;;29561.0;;;;29216.0;;;;29561.0;;;;2013;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Diretoria Estatutária;2011;;701973.0;;;;513738.0;;;;431117.0;;;;2014;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho de Administração;2011;;67589.0;;;;66921.0;;;;67520.0;;;;2014;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho Fiscal;2011;;33555.0;;;;32141.0;;;;33555.0;;;;2014;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Diretoria Estatutária;2012;;750544.0;;;;543871.0;;;;459502.0;;;;2015;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho de Administração;2012;;70272.0;;;;69904.0;;;;70109.0;;;;2015;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho Fiscal;2012;;34887.0;;;;34887.0;;;;34887.0;;;;2015;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Diretoria Estatutária;2013;;810319.0;;;;579481.0;;;;466155.0;;;;2016;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho de Administração;2013;;81403.0;;;;69520.0;;;;81403.0;;;;2016;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho Fiscal;2013;;34887.0;;;;34601.0;;;;34887.0;;;;2016;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Diretoria Estatutária;2014;;853358.0;;;;621933.0;;;;459838.0;;;;2017;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho de Administração;2014;;73419.0;;;;72358.0;;;;73419.0;;;;2017;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho Fiscal;2014;;36431.0;;;;36431.0;;;;36431.0;;;;2017;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Diretoria Estatutária;2015;;536069.0;;;;501452.0;;;;337048.0;;;;2018;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho de Administração;2015;;75868.0;;;;75329.0;;;;75868.0;;;;2018;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho Fiscal;2015;;37769.0;;;;38044.0;;;;37769.0;;;;2018;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Diretoria Estatutária;2016;;738091.0;;;;602928.0;;;;611896.0;;;;2019;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho de Administração;2016;;100200.0;;;;99658.0;;;;100200.0;;;;2019;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho Fiscal;2016;;50084.0;;;;49559.0;;;;50084.0;;;;2019;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Diretoria Estatutária;2017;;785925.0;;;;674091.0;;;;667793.0;;;;2020;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho de Administração;2017;;109312.0;;;;104759.0;;;;109312.0;;;;2020;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho Fiscal;2017;;54455.0;;;;54434.0;;;;54455.0;;;;2020;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Diretoria Estatutária;2018;;575776.0;;;;540453.0;;;;539070.0;;;;2021;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho de Administração;2018;;95543.0;;;;94650.0;;;;95543.0;;;;2021;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho Fiscal;2018;;47771.0;;;;50671.0;;;;47771.0;;;;2021;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Diretoria Estatutária;2019;;419245.0;;;;651456.0;;;;240972.0;;;;2022;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho de Administração;2019;;96540.0;;;;96540.0;;;;96540.0;;;;2022;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho Fiscal;2019;;48270.0;;;;48270.0;;;;48270.0;;;;2022;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Diretoria Estatutária;2020;;795602.0;;;;701020.0;;;;623651.0;;;;2023;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho de Administração;2020;;109005.0;;;;109005.0;;;;109005.0;;;;2023;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho Fiscal;2020;;54503.0;;;;54503.0;;;;54503.0;;;;2023;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Diretoria Estatutária;2021;;1289656.0;;;;1027853.0;;;;945714.0;;;;2024;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho de Administração;2021;;115982.0;;;;115982.0;;;;115982.0;;;;2024;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho Fiscal;2021;;57991.0;;;;57914.0;;;;57991.0;;;;2024;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Diretoria Estatutária;2022;;1040527.0;;;;1118474.0;;;;1040527.0;;;;2025;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho de Administração;2022;;125745.0;;;;122868.0;;;;125745.0;;;;2025;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho Fiscal;2022;;62872.0;;;;59446.0;;;;62872.0;;;;2025;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Diretoria Estatutária;2023;;1405902.39;;;;1263006.89;;;;1262124.49;;;;2026;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho de Administração;2023;;249190.64;;;;224406.71;;;;211657.39;;;;2026;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho Fiscal;2023;;72884.17;;;;67804.7;;;;72884.17;;;;2026;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Diretoria Estatutária;2024;;2114701.45;;;;1570730.38;;;;1098546.4;;;;2026;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho de Administração;2024;;423251.37;;;;344201.44;;;;376078.36;;;;2026;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho Fiscal;2024;;84065.67;;;;82803.08;;;;84065.67;;;;2026;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Diretoria Estatutária;2025;;1550129.57;;;;1675921.92;;;;1542250.91;;;;2026;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho de Administração;2025;;442349.0;;;;356019.17;;;;276468.21;;;;2026;so realizado;Utilities;Copasa
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho Fiscal;2025;;87858.9;;;;87858.9;;;;87858.9;;;;2026;so realizado;Utilities;Copasa
01.027.058/0001-91;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;Diretoria Estatutária;2015;;14124799.0;;;;2356006.0;;;;5527715.0;;;;2018;so realizado;Financials;Cielo
01.027.058/0001-91;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;Conselho de Administração;2015;;437000.0;;;;28000.0;;;;144846.0;;;;2018;so realizado;Financials;Cielo
01.027.058/0001-91;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;Conselho Fiscal;2015;;119106.0;;;;42494.0;;;;80504.0;;;;2018;so realizado;Financials;Cielo
01.027.058/0001-91;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;Diretoria Estatutária;2016;;17162786.0;;;;7582634.0;;;;4225925.0;;;;2019;so realizado;Financials;Cielo
01.027.058/0001-91;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;Conselho de Administração;2016;;456000.0;;;;139842.0;;;;2800.0;;;;2019;so realizado;Financials;Cielo
01.027.058/0001-91;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;Conselho Fiscal;2016;;102918.0;;;;102918.0;;;;102918.0;;;;2019;so realizado;Financials;Cielo
01.027.058/0001-91;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;Diretoria Estatutária;2017;;22314894.0;;;;8341169.08;;;;3266618.0;;;;2020;so realizado;Financials;Cielo
01.027.058/0001-91;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;Conselho de Administração;2017;;600000.0;;;;253041.63;;;;84000.0;;;;2020;so realizado;Financials;Cielo
01.027.058/0001-91;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;Conselho Fiscal;2017;;123501.36;;;;119384.64;;;;102917.76;;;;2020;so realizado;Financials;Cielo
01.027.058/0001-91;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;Diretoria Estatutária;2018;;4938717.56;;;;4760460.61;;;;4464855.67;;;;2021;so realizado;Financials;Cielo
01.027.058/0001-91;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;Conselho de Administração;2018;;676800.0;;;;274690.08;;;;84000.0;;;;2021;so realizado;Financials;Cielo
01.027.058/0001-91;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;Conselho Fiscal;2018;;123501.36;;;;120196.54;;;;102917.76;;;;2021;so realizado;Financials;Cielo
01.027.058/0001-91;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;Diretoria Estatutária;2019;;9113955.18;;;;5694117.46;;;;4324985.78;;;;2022;so realizado;Financials;Cielo
01.027.058/0001-91;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;Conselho de Administração;2019;;734400.0;;;;329443.33;;;;84000.0;;;;2022;so realizado;Financials;Cielo
01.027.058/0001-91;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;Conselho Fiscal;2019;;123501.36;;;;120276.59;;;;102917.76;;;;2022;so realizado;Financials;Cielo
01.027.058/0001-91;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;Diretoria Estatutária;2020;;10543456.53;;;;4983732.29;;;;2152392.92;;;;2023;so realizado;Financials;Cielo
01.027.058/0001-91;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;Conselho de Administração;2020;;676800.0;;;;320330.11;;;;84000.0;;;;2023;so realizado;Financials;Cielo
01.027.058/0001-91;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;Conselho Fiscal;2020;;147723.72;;;;139714.56;;;;147723.72;;;;2023;so realizado;Financials;Cielo
01.027.058/0001-91;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;Diretoria Estatutária;2021;;12049679.5;;;;6349975.89;;;;2052256.69;;;;2024;so realizado;Financials;Cielo
01.027.058/0001-91;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;Conselho de Administração;2021;;564000.0;;;;263625.92;;;;84000.0;;;;2024;so realizado;Financials;Cielo
01.027.058/0001-91;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;Conselho Fiscal;2021;;154593.89;;;;151532.75;;;;148143.72;;;;2024;so realizado;Financials;Cielo
01.027.058/0001-91;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;Diretoria Estatutária;2022;;11955672.08;;;;8211551.57;;;;3495313.14;;;;2024;so realizado;Financials;Cielo
01.027.058/0001-91;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;Conselho de Administração;2022;;676800.0;;;;362035.29;;;;279000.0;;;;2024;so realizado;Financials;Cielo
01.027.058/0001-91;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;Conselho Fiscal;2022;;150000.0;;;;155000.0;;;;150000.0;;;;2024;so realizado;Financials;Cielo
01.027.058/0001-91;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;Diretoria Estatutária;2023;;10822857.35;;;;9004030.4;;;;6715784.05;;;;2024;so realizado;Financials;Cielo
01.027.058/0001-91;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;Conselho de Administração;2023;;717200.0;;;;500248.82;;;;339120.0;;;;2024;so realizado;Financials;Cielo
01.027.058/0001-91;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;Conselho Fiscal;2023;;157000.0;;;;157000.0;;;;157000.0;;;;2024;so realizado;Financials;Cielo
71.476.527/0001-35;CONSTRUTORA TENDA S.A.;Diretoria Estatutária;2011;;0.0;;;;0.0;;;;0.0;;;;2014;so realizado;RealEstate;Tenda
71.476.527/0001-35;CONSTRUTORA TENDA S.A.;Conselho de Administração;2011;;0.0;;;;0.0;;;;0.0;;;;2014;so realizado;RealEstate;Tenda
71.476.527/0001-35;CONSTRUTORA TENDA S.A.;Conselho Fiscal;2011;;25600.0;;;;17153.0;;;;6530.0;;;;2014;so realizado;RealEstate;Tenda
71.476.527/0001-35;CONSTRUTORA TENDA S.A.;Diretoria Estatutária;2012;;2190570.0;;;;1107641.0;;;;2190570.0;;;;2015;so realizado;RealEstate;Tenda
71.476.527/0001-35;CONSTRUTORA TENDA S.A.;Conselho de Administração;2012;;0.0;;;;0.0;;;;0.0;;;;2015;so realizado;RealEstate;Tenda
71.476.527/0001-35;CONSTRUTORA TENDA S.A.;Conselho Fiscal;2012;;38400.0;;;;17776.0;;;;7464.0;;;;2015;so realizado;RealEstate;Tenda
71.476.527/0001-35;CONSTRUTORA TENDA S.A.;Diretoria Estatutária;2013;;1578347.95;;;;1143256.98;;;;626459.04;;;;2016;so realizado;RealEstate;Tenda
71.476.527/0001-35;CONSTRUTORA TENDA S.A.;Conselho de Administração;2013;;0.0;;;;0.0;;;;0.0;;;;2016;so realizado;RealEstate;Tenda
71.476.527/0001-35;CONSTRUTORA TENDA S.A.;Conselho Fiscal;2013;;46080.0;;;;21868.8;;;;9763.2;;;;2016;so realizado;RealEstate;Tenda
71.476.527/0001-35;CONSTRUTORA TENDA S.A.;Diretoria Estatutária;2014;;4277921.22;;;;1565860.74;;;;999849.04;;;;2017;so realizado;RealEstate;Tenda
