cnpj;empresa;orgao;exercicio;previsto_maxima;realizado_maxima;desvio_maxima;desvio_maxima_pct;previsto_media;realizado_media;desvio_media;desvio_media_pct;previsto_minima;realizado_minima;desvio_minima;desvio_minima_pct;fre_previsao;fre_realizado;situacao;setor;apelido
09.229.201/0001-30;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Conselho de Administração;2022;;311622.0;;;;260262.0;;;;234582.0;;;;2025;so realizado;Industrials;GPS
09.229.201/0001-30;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Conselho Fiscal;2022;;0.0;;;;0.0;;;;0.0;;;;2025;so realizado;Industrials;GPS
09.229.201/0001-30;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Diretoria Estatutária;2023;;37185615.0;;;;14632981.0;;;;2337658.0;;;;2025;so realizado;Industrials;GPS
09.229.201/0001-30;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Conselho de Administração;2023;;352639.0;;;;320273.0;;;;266000.0;;;;2026;so realizado;Industrials;GPS
09.229.201/0001-30;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Conselho Fiscal;2023;;165360.0;;;;165360.0;;;;165360.0;;;;2026;so realizado;Industrials;GPS
09.229.201/0001-30;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Diretoria Estatutária;2024;;30425929.0;;;;12873763.0;;;;2563382.0;;;;2026;so realizado;Industrials;GPS
09.229.201/0001-30;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Conselho de Administração;2024;;444960.0;;;;395520.0;;;;370800.0;;;;2026;so realizado;Industrials;GPS
09.229.201/0001-30;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Conselho Fiscal;2024;;0.0;;;;0.0;;;;0.0;;;;2026;so realizado;Industrials;GPS
09.229.201/0001-30;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Diretoria Estatutária;2025;;25928342.0;;;;11550807.0;;;;2447639.0;;;;2026;so realizado;Industrials;GPS
09.229.201/0001-30;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Conselho de Administração;2025;;465592.0;;;;438569.0;;;;387994.0;;;;2026;so realizado;Industrials;GPS
09.229.201/0001-30;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Conselho Fiscal;2025;;147982.0;;;;147982.0;;;;147982.0;;;;2026;so realizado;Industrials;GPS
24.990.777/0001-09;GRUPO MATEUS S.A.;Diretoria Estatutária;2017;;14870.0;;;;14870.0;;;;14870.0;;;;2020;so realizado;Retail;Grupo Mateus
24.990.777/0001-09;GRUPO MATEUS S.A.;Conselho de Administração;2017;;0.0;;;;0.0;;;;0.0;;;;2020;so realizado;Retail;Grupo Mateus
24.990.777/0001-09;GRUPO MATEUS S.A.;Conselho Fiscal;2017;;0.0;;;;0.0;;;;0.0;;;;2020;so realizado;Retail;Grupo Mateus
24.990.777/0001-09;GRUPO MATEUS S.A.;Diretoria Estatutária;2018;;16218.82;;;;16218.82;;;;16218.82;;;;2021;so realizado;Retail;Grupo Mateus
24.990.777/0001-09;GRUPO MATEUS S.A.;Conselho de Administração;2018;;0.0;;;;0.0;;;;0.0;;;;2021;so realizado;Retail;Grupo Mateus
24.990.777/0001-09;GRUPO MATEUS S.A.;Conselho Fiscal;2018;;0.0;;;;0.0;;;;0.0;;;;2021;so realizado;Retail;Grupo Mateus
24.990.777/0001-09;GRUPO MATEUS S.A.;Diretoria Estatutária;2019;;18547.02;;;;17073.51;;;;15600.0;;;;2022;so realizado;Retail;Grupo Mateus
24.990.777/0001-09;GRUPO MATEUS S.A.;Conselho de Administração;2019;;0.0;;;;0.0;;;;0.0;;;;2022;so realizado;Retail;Grupo Mateus
24.990.777/0001-09;GRUPO MATEUS S.A.;Conselho Fiscal;2019;;0.0;;;;0.0;;;;0.0;;;;2022;so realizado;Retail;Grupo Mateus
24.990.777/0001-09;GRUPO MATEUS S.A.;Diretoria Estatutária;2020;;94713.6;;;;62343.57;;;;42263.02;;;;2023;so realizado;Retail;Grupo Mateus
24.990.777/0001-09;GRUPO MATEUS S.A.;Conselho de Administração;2020;;76108.0;;;;52278.25;;;;35000.0;;;;2023;so realizado;Retail;Grupo Mateus
24.990.777/0001-09;GRUPO MATEUS S.A.;Conselho Fiscal;2020;;0.0;;;;0.0;;;;0.0;;;;2022;so realizado;Retail;Grupo Mateus
24.990.777/0001-09;GRUPO MATEUS S.A.;Diretoria Estatutária;2021;;1136563.2;;;;748122.8;;;;507156.24;;;;2024;so realizado;Retail;Grupo Mateus
24.990.777/0001-09;GRUPO MATEUS S.A.;Conselho de Administração;2021;;913296.0;;;;1150922.72;;;;420000.0;;;;2024;so realizado;Retail;Grupo Mateus
24.990.777/0001-09;GRUPO MATEUS S.A.;Conselho Fiscal;2021;;21951.05;;;;21951.05;;;;21951.05;;;;2024;so realizado;Retail;Grupo Mateus
24.990.777/0001-09;GRUPO MATEUS S.A.;Diretoria Estatutária;2022;;2019147.44;;;;1742575.74;;;;769819.69;;;;2025;so realizado;Retail;Grupo Mateus
24.990.777/0001-09;GRUPO MATEUS S.A.;Conselho de Administração;2022;;2694502.57;;;;1191387.23;;;;420000.0;;;;2025;so realizado;Retail;Grupo Mateus
24.990.777/0001-09;GRUPO MATEUS S.A.;Conselho Fiscal;2022;;36961.19;;;;36961.19;;;;36961.19;;;;2025;so realizado;Retail;Grupo Mateus
24.990.777/0001-09;GRUPO MATEUS S.A.;Diretoria Estatutária;2023;;11832219.18;;;;10091831.05;;;;1286414.13;;;;2026;so realizado;Retail;Grupo Mateus
24.990.777/0001-09;GRUPO MATEUS S.A.;Conselho de Administração;2023;;1136563.2;;;;683348.6;;;;420000.0;;;;2026;so realizado;Retail;Grupo Mateus
24.990.777/0001-09;GRUPO MATEUS S.A.;Conselho Fiscal;2023;;149902.33;;;;149902.33;;;;149902.33;;;;2026;so realizado;Retail;Grupo Mateus
24.990.777/0001-09;GRUPO MATEUS S.A.;Diretoria Estatutária;2024;;17452016.45;;;;10196259.77;;;;2374878.85;;;;2026;so realizado;Retail;Grupo Mateus
24.990.777/0001-09;GRUPO MATEUS S.A.;Conselho de Administração;2024;;1136563.2;;;;800121.35;;;;488000.0;;;;2026;so realizado;Retail;Grupo Mateus
24.990.777/0001-09;GRUPO MATEUS S.A.;Conselho Fiscal;2024;;198134.4;;;;198134.4;;;;198134.4;;;;2026;so realizado;Retail;Grupo Mateus
24.990.777/0001-09;GRUPO MATEUS S.A.;Diretoria Estatutária;2025;;19879214.52;;;;13044299.89;;;;1368440.56;;;;2026;so realizado;Retail;Grupo Mateus
24.990.777/0001-09;GRUPO MATEUS S.A.;Conselho de Administração;2025;;1136563.2;;;;825640.8;;;;522000.0;;;;2026;so realizado;Retail;Grupo Mateus
24.990.777/0001-09;GRUPO MATEUS S.A.;Conselho Fiscal;2025;;198134.4;;;;198134.4;;;;198134.4;;;;2026;so realizado;Retail;Grupo Mateus
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Diretoria Estatutária;2007;;961000.0;;;;955000.0;;;;931000.0;;;;2010;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Conselho de Administração;2007;;961000.0;;;;511000.0;;;;96000.0;;;;2010;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Conselho Fiscal;2007;;82000.0;;;;82000.0;;;;82000.0;;;;2010;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Diretoria Estatutária;2008;;891000.0;;;;886000.0;;;;867000.0;;;;2011;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Conselho de Administração;2008;;891000.0;;;;475000.0;;;;89000.0;;;;2011;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Conselho Fiscal;2008;;82000.0;;;;82000.0;;;;82000.0;;;;2011;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Diretoria Estatutária;2009;;895000.0;;;;889000.0;;;;870000.0;;;;2012;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Conselho de Administração;2009;;895000.0;;;;555000.0;;;;326000.0;;;;2012;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Conselho Fiscal;2009;;82000.0;;;;82000.0;;;;82000.0;;;;2012;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Diretoria Estatutária;2010;;978672.0;;;;991480.47;;;;951552.0;;;;2013;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Conselho de Administração;2010;;530400.0;;;;530400.0;;;;530400.0;;;;2013;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Conselho Fiscal;2010;;90360.0;;;;90360.0;;;;90360.0;;;;2013;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Diretoria Estatutária;2011;;979224.75;;;;992814.57;;;;952104.02;;;;2014;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Conselho de Administração;2011;;530949.1;;;;530949.1;;;;530949.1;;;;2014;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Conselho Fiscal;2011;;90480.0;;;;90480.0;;;;90480.0;;;;2014;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Diretoria Estatutária;2012;;1068509.54;;;;1058647.48;;;;1038923.36;;;;2015;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Conselho de Administração;2012;;530578.51;;;;530578.51;;;;530578.51;;;;2015;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Conselho Fiscal;2012;;98640.0;;;;98640.0;;;;98640.0;;;;2015;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Diretoria Estatutária;2013;;1246576.85;;;;1235071.11;;;;1212059.63;;;;2016;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Conselho de Administração;2013;;618990.66;;;;618990.66;;;;618990.66;;;;2016;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Conselho Fiscal;2013;;115200.0;;;;115200.0;;;;115200.0;;;;2016;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Diretoria Estatutária;2014;;1247293.4;;;;1235787.65;;;;1212776.16;;;;2017;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Conselho de Administração;2014;;619707.1;;;;619707.1;;;;619707.1;;;;2017;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Conselho Fiscal;2014;;115200.0;;;;115200.0;;;;115200.0;;;;2017;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Diretoria Estatutária;2015;;1247117.96;;;;1143034.84;;;;934868.59;;;;2018;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Conselho de Administração;2015;;619531.78;;;;619531.78;;;;619531.78;;;;2018;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Conselho Fiscal;2015;;115200.0;;;;115200.0;;;;115200.0;;;;2018;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Diretoria Estatutária;2016;;1247633.6;;;;1230374.94;;;;1213116.27;;;;2019;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Conselho de Administração;2016;;620047.3;;;;620047.3;;;;620047.3;;;;2019;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Conselho Fiscal;2016;;115200.0;;;;115200.0;;;;115200.0;;;;2019;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Diretoria Estatutária;2017;;1248084.32;;;;1230825.72;;;;1213567.11;;;;2020;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Conselho de Administração;2017;;620498.14;;;;620498.14;;;;620498.14;;;;2020;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Conselho Fiscal;2017;;115200.0;;;;115200.0;;;;115200.0;;;;2020;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Diretoria Estatutária;2018;;1248235.52;;;;1248235.52;;;;1248235.52;;;;2021;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Conselho de Administração;2018;;766582.24;;;;766582.24;;;;766582.24;;;;2021;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Conselho Fiscal;2018;;121622.32;;;;121622.32;;;;121622.32;;;;2021;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Diretoria Estatutária;2019;;1248491.12;;;;1248491.12;;;;1248491.12;;;;2022;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Conselho de Administração;2019;;1001000.0;;;;1001000.0;;;;1001000.0;;;;2022;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Conselho Fiscal;2019;;124833.48;;;;124833.48;;;;124833.48;;;;2022;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Diretoria Estatutária;2020;;728414.27;;;;728414.27;;;;728414.27;;;;2023;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Conselho de Administração;2020;;1001000.0;;;;1001000.0;;;;1001000.0;;;;2023;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Conselho Fiscal;2020;;124949.14;;;;124949.14;;;;124949.14;;;;2023;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Diretoria Estatutária;2021;;0.0;;;;0.0;;;;0.0;;;;2024;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Conselho de Administração;2021;;1058000.0;;;;1029374.88;;;;609710.69;;;;2024;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Conselho Fiscal;2021;;120000.0;;;;111599.06;;;;41688.88;;;;2024;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Diretoria Estatutária;2022;;7919030.75;;;;6418733.16;;;;260281.88;;;;2025;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Conselho de Administração;2022;;899024.92;;;;860985.89;;;;749932.32;;;;2025;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Conselho Fiscal;2022;;180000.0;;;;131577.24;;;;60000.0;;;;2025;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Diretoria Estatutária;2023;;8487228.14;;;;7502302.61;;;;3052160.75;;;;2026;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Conselho de Administração;2023;;1344200.0;;;;1279400.0;;;;1084000.0;;;;2026;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Conselho Fiscal;2023;;196800.0;;;;196800.0;;;;196800.0;;;;2026;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Diretoria Estatutária;2024;;12316054.49;;;;6253226.74;;;;3282441.94;;;;2026;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Conselho de Administração;2024;;1344200.0;;;;1238360.0;;;;1280400.0;;;;2026;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Conselho Fiscal;2024;;202835.2;;;;202835.2;;;;202835.2;;;;2026;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Diretoria Estatutária;2025;;14309244.27;;;;7281337.92;;;;3389126.51;;;;2026;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Conselho de Administração;2025;;1344200.0;;;;1310188.32;;;;1188006.0;;;;2026;so realizado;Retail;Guararapes
08.402.943/0001-52;GUARARAPES CONFECCOES S.A.;Conselho Fiscal;2025;;205852.8;;;;205852.8;;;;205852.8;;;;2026;so realizado;Retail;Guararapes
05.197.443/0001-38;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Diretoria Estatutária;2015;;0.0;;;;0.0;;;;0.0;;;;2018;so realizado;Saude;Hapvida
05.197.443/0001-38;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Conselho de Administração;2015;;0.0;;;;0.0;;;;0.0;;;;2018;so realizado;Saude;Hapvida
05.197.443/0001-38;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Conselho Fiscal;2015;;0.0;;;;0.0;;;;0.0;;;;2018;so realizado;Saude;Hapvida
05.197.443/0001-38;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Diretoria Estatutária;2016;;1051950.09;;;;429628.68;;;;515873.31;;;;2019;so realizado;Saude;Hapvida
05.197.443/0001-38;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Conselho de Administração;2016;;72000.0;;;;63000.0;;;;54000.0;;;;2019;so realizado;Saude;Hapvida
05.197.443/0001-38;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Conselho Fiscal;2016;;0.0;;;;0.0;;;;0.0;;;;2018;so realizado;Saude;Hapvida
05.197.443/0001-38;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Diretoria Estatutária;2017;;6023162.33;;;;2072058.12;;;;0.0;;;;2020;so realizado;Saude;Hapvida
05.197.443/0001-38;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Conselho de Administração;2017;;219960.0;;;;219465.0;;;;218970.0;;;;2020;so realizado;Saude;Hapvida
05.197.443/0001-38;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Conselho Fiscal;2017;;0.0;;;;0.0;;;;0.0;;;;2018;so realizado;Saude;Hapvida
05.197.443/0001-38;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Diretoria Estatutária;2018;;6973876.66;;;;1837271.78;;;;2212482.23;;;;2021;so realizado;Saude;Hapvida
05.197.443/0001-38;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Conselho de Administração;2018;;2478789.45;;;;381241.35;;;;189900.0;;;;2021;so realizado;Saude;Hapvida
05.197.443/0001-38;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Diretoria Estatutária;2019;;9507728.31;;;;2289090.29;;;;1937723.15;;;;2022;so realizado;Saude;Hapvida
05.197.443/0001-38;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Conselho de Administração;2019;;2809294.71;;;;444325.14;;;;189900.0;;;;2022;so realizado;Saude;Hapvida
05.197.443/0001-38;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Diretoria Estatutária;2020;;7911169.27;;;;4024126.91;;;;1789680.6;;;;2023;so realizado;Saude;Hapvida
05.197.443/0001-38;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Conselho de Administração;2020;;2426336.82;;;;917207.16;;;;247425.0;;;;2023;so realizado;Saude;Hapvida
05.197.443/0001-38;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Diretoria Estatutária;2021;;12225771.4;;;;9519726.73;;;;6555351.88;;;;2024;so realizado;Saude;Hapvida
05.197.443/0001-38;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Conselho de Administração;2021;;2967564.89;;;;1477853.04;;;;846666.67;;;;2024;so realizado;Saude;Hapvida
05.197.443/0001-38;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Diretoria Estatutária;2022;;82169144.04;;;;39183916.7;;;;18174661.67;;;;2025;so realizado;Saude;Hapvida
05.197.443/0001-38;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Conselho de Administração;2022;;12536752.16;;;;4475662.87;;;;1258327.18;;;;2025;so realizado;Saude;Hapvida
05.197.443/0001-38;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Conselho Fiscal;2022;;192391.68;;;;192391.68;;;;192391.68;;;;2025;so realizado;Saude;Hapvida
05.197.443/0001-38;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Diretoria Estatutária;2023;;67413422.63;;;;26583903.77;;;;16021783.85;;;;2026;so realizado;Saude;Hapvida
05.197.443/0001-38;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Conselho de Administração;2023;;29247780.33;;;;7459744.96;;;;2314077.03;;;;2026;so realizado;Saude;Hapvida
05.197.443/0001-38;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Conselho Fiscal;2023;;197379.0;;;;197379.0;;;;197379.0;;;;2026;so realizado;Saude;Hapvida
05.197.443/0001-38;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Diretoria Estatutária;2024;;43433811.54;;;;17814647.33;;;;6810016.86;;;;2026;so realizado;Saude;Hapvida
05.197.443/0001-38;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Conselho de Administração;2024;;13471879.41;;;;6715760.94;;;;3166781.46;;;;2026;so realizado;Saude;Hapvida
05.197.443/0001-38;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Conselho Fiscal;2024;;453849.6;;;;453849.6;;;;453849.6;;;;2026;so realizado;Saude;Hapvida
05.197.443/0001-38;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Diretoria Estatutária;2025;;14903090.07;;;;8502371.16;;;;3331649.96;;;;2026;so realizado;Saude;Hapvida
05.197.443/0001-38;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Conselho de Administração;2025;;6406516.28;;;;2578998.77;;;;1525516.4;;;;2026;so realizado;Saude;Hapvida
05.197.443/0001-38;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Conselho Fiscal;2025;;110103.48;;;;110103.48;;;;110103.48;;;;2026;so realizado;Saude;Hapvida
12.648.327/0001-53;HIDROVIAS DO BRASIL S.A.;Diretoria Estatutária;2010;;70000.0;;;;35000.0;;;;0.0;;;;2013;so realizado;Logistics;Hidrovias
12.648.327/0001-53;HIDROVIAS DO BRASIL S.A.;Diretoria Estatutária;2011;;420000.0;;;;390000.0;;;;360000.0;;;;2014;so realizado;Logistics;Hidrovias
12.648.327/0001-53;HIDROVIAS DO BRASIL S.A.;Conselho de Administração;2011;;0.0;;;;0.0;;;;0.0;;;;2014;so realizado;Logistics;Hidrovias
12.648.327/0001-53;HIDROVIAS DO BRASIL S.A.;Diretoria Estatutária;2012;;462000.0;;;;391500.0;;;;300000.0;;;;2015;so realizado;Logistics;Hidrovias
12.648.327/0001-53;HIDROVIAS DO BRASIL S.A.;Conselho de Administração;2012;;0.0;;;;0.0;;;;0.0;;;;2015;so realizado;Logistics;Hidrovias
12.648.327/0001-53;HIDROVIAS DO BRASIL S.A.;Diretoria Estatutária;2013;;493500.0;;;;185420.83;;;;248183.33;;;;2016;so realizado;Logistics;Hidrovias
12.648.327/0001-53;HIDROVIAS DO BRASIL S.A.;Conselho de Administração;2013;;126000.0;;;;126000.0;;;;126000.0;;;;2016;so realizado;Logistics;Hidrovias
12.648.327/0001-53;HIDROVIAS DO BRASIL S.A.;Diretoria Estatutária;2014;;592000.0;;;;247000.57;;;;396002.29;;;;2017;so realizado;Logistics;Hidrovias
12.648.327/0001-53;HIDROVIAS DO BRASIL S.A.;Conselho de Administração;2014;;108000.0;;;;108000.0;;;;108000.0;;;;2017;so realizado;Logistics;Hidrovias
12.648.327/0001-53;HIDROVIAS DO BRASIL S.A.;Diretoria Estatutária;2015;;700000.0;;;;597427.71;;;;524471.43;;;;2018;so realizado;Logistics;Hidrovias
12.648.327/0001-53;HIDROVIAS DO BRASIL S.A.;Conselho de Administração;2015;;108000.0;;;;108000.0;;;;108000.0;;;;2018;so realizado;Logistics;Hidrovias
12.648.327/0001-53;HIDROVIAS DO BRASIL S.A.;Diretoria Estatutária;2016;;2290000.0;;;;1471548.7;;;;1045161.98;;;;2019;so realizado;Logistics;Hidrovias
12.648.327/0001-53;HIDROVIAS DO BRASIL S.A.;Conselho de Administração;2016;;108000.0;;;;108000.0;;;;108000.0;;;;2019;so realizado;Logistics;Hidrovias
12.648.327/0001-53;HIDROVIAS DO BRASIL S.A.;Diretoria Estatutária;2017;;2719531.94;;;;1628611.17;;;;732685.39;;;;2020;so realizado;Logistics;Hidrovias
12.648.327/0001-53;HIDROVIAS DO BRASIL S.A.;Conselho de Administração;2017;;144000.0;;;;134300.0;;;;124600.0;;;;2020;so realizado;Logistics;Hidrovias
12.648.327/0001-53;HIDROVIAS DO BRASIL S.A.;Conselho Fiscal;2017;;0.0;;;;0.0;;;;0.0;;;;2020;so realizado;Logistics;Hidrovias
12.648.327/0001-53;HIDROVIAS DO BRASIL S.A.;Diretoria Estatutária;2018;;3506733.08;;;;2062442.0;;;;883514.32;;;;2021;so realizado;Logistics;Hidrovias
12.648.327/0001-53;HIDROVIAS DO BRASIL S.A.;Conselho de Administração;2018;;144000.0;;;;144000.0;;;;144000.0;;;;2021;so realizado;Logistics;Hidrovias
12.648.327/0001-53;HIDROVIAS DO BRASIL S.A.;Conselho Fiscal;2018;;0.0;;;;0.0;;;;0.0;;;;2021;so realizado;Logistics;Hidrovias
12.648.327/0001-53;HIDROVIAS DO BRASIL S.A.;Diretoria Estatutária;2019;;4337334.15;;;;2419566.0;;;;1216188.61;;;;2022;so realizado;Logistics;Hidrovias
12.648.327/0001-53;HIDROVIAS DO BRASIL S.A.;Conselho de Administração;2019;;144000.0;;;;144000.0;;;;144000.0;;;;2022;so realizado;Logistics;Hidrovias
12.648.327/0001-53;HIDROVIAS DO BRASIL S.A.;Conselho Fiscal;2019;;0.0;;;;0.0;;;;0.0;;;;2022;so realizado;Logistics;Hidrovias
12.648.327/0001-53;HIDROVIAS DO BRASIL S.A.;Diretoria Estatutária;2020;;6627923.28;;;;4276931.99;;;;6627923.28;;;;2023;so realizado;Logistics;Hidrovias
12.648.327/0001-53;HIDROVIAS DO BRASIL S.A.;Conselho de Administração;2020;;7794460.86;;;;2927870.95;;;;178025.56;;;;2023;so realizado;Logistics;Hidrovias
12.648.327/0001-53;HIDROVIAS DO BRASIL S.A.;Conselho Fiscal;2020;;0.0;;;;0.0;;;;0.0;;;;2023;so realizado;Logistics;Hidrovias
12.648.327/0001-53;HIDROVIAS DO BRASIL S.A.;Diretoria Estatutária;2021;;2784050.81;;;;1697846.16;;;;1079420.1;;;;2024;so realizado;Logistics;Hidrovias
12.648.327/0001-53;HIDROVIAS DO BRASIL S.A.;Conselho de Administração;2021;;3432260.5;;;;929652.1;;;;304000.0;;;;2024;so realizado;Logistics;Hidrovias
12.648.327/0001-53;HIDROVIAS DO BRASIL S.A.;Conselho Fiscal;2021;;0.0;;;;0.0;;;;0.0;;;;2024;so realizado;Logistics;Hidrovias
