cnpj;empresa;orgao;exercicio;previsto_total;realizado_total;desvio_total;desvio_total_pct;previsto_membros;realizado_membros;desvio_membros;desvio_membros_pct;fre_previsao;fre_realizado;situacao;previsto_por_membro;realizado_por_membro;desvio_por_membro_pct;setor;apelido
00.001.180/0001-26;CENTRAIS ELET BRAS S.A. - ELETROBRAS;Diretoria Estatutária;2017;10754222.19;8323204.64;-2431017.55;-22.605238268747353;7.0;7.0;0.0;0.0;2017;2020;realizado;1536317.4557142856;1189029.2342857143;-22.605238268747353;Utilities;Eletrobras
00.001.180/0001-26;CENTRAIS ELET BRAS S.A. - ELETROBRAS;Conselho de Administração;2017;738214.79;661975.71;-76239.08000000007;-10.327492896748936;10.0;8.58;-1.42;-14.2;2017;2020;realizado;73821.479;77153.34615384616;4.513411542250667;Utilities;Eletrobras
00.001.180/0001-26;CENTRAIS ELET BRAS S.A. - ELETROBRAS;Conselho Fiscal;2017;369107.4;393229.11;24121.709999999963;6.53514668088474;5.0;5.0;0.0;0.0;2017;2020;realizado;73821.48000000001;78645.822;6.535146680884729;Utilities;Eletrobras
00.001.180/0001-26;CENTRAIS ELET BRAS S.A. - ELETROBRAS;Diretoria Estatutária;2018;9625003.6;6948244.6;-2676759.0;-27.81047271504397;7.0;6.42;-0.5800000000000001;-8.285714285714286;2018;2021;realizado;1375000.5142857141;1082281.090342679;-21.288677415156975;Utilities;Eletrobras
00.001.180/0001-26;CENTRAIS ELET BRAS S.A. - ELETROBRAS;Conselho de Administração;2018;2096632.0;588596.49;-1508035.51;-71.9265712819417;11.0;10.08;-0.9199999999999999;-8.363636363636363;2018;2021;realizado;190602.9090909091;58392.50892857143;-69.36431389894432;Utilities;Eletrobras
00.001.180/0001-26;CENTRAIS ELET BRAS S.A. - ELETROBRAS;Conselho Fiscal;2018;384173.18;382649.66;-1523.5200000000186;-0.3965711505420599;5.0;5.0;0.0;0.0;2018;2021;realizado;76834.636;76529.932;-0.3965711505420577;Utilities;Eletrobras
00.001.180/0001-26;CENTRAIS ELET BRAS S.A. - ELETROBRAS;Diretoria Estatutária;2019;9240325.78;5707520.05;-3532805.7299999995;-38.232480262184;7.0;5.67;-1.33;-19.0;2019;2021;realizado;1320046.5399999998;1006617.2927689594;-23.743802792819746;Utilities;Eletrobras
00.001.180/0001-26;CENTRAIS ELET BRAS S.A. - ELETROBRAS;Conselho de Administração;2019;2782419.04;597351.44;-2185067.6;-78.53121936658398;11.0;10.92;-0.08000000000000007;-0.727272727272728;2019;2021;realizado;252947.18545454546;54702.51282051281;-78.37393892238313;Utilities;Eletrobras
00.001.180/0001-26;CENTRAIS ELET BRAS S.A. - ELETROBRAS;Conselho Fiscal;2019;391706.03;358410.82;-33295.21000000002;-8.50005040769988;5.0;4.75;-0.25;-5.0;2019;2021;realizado;78341.206;75454.90947368421;-3.6842635870525053;Utilities;Eletrobras
00.001.180/0001-26;CENTRAIS ELET BRAS S.A. - ELETROBRAS;Diretoria Estatutária;2020;10477311.26;6310871.99;-4166439.2699999996;-39.7663023137102;7.0;6.0;-1.0;-14.285714285714286;2020;2021;realizado;1496758.7514285713;1051811.9983333333;-29.72735269932857;Utilities;Eletrobras
00.001.180/0001-26;CENTRAIS ELET BRAS S.A. - ELETROBRAS;Conselho de Administração;2020;2027079.23;582336.02;-1444743.21;-71.27216285472966;11.0;11.0;0.0;0.0;2020;2021;realizado;184279.93;52939.63818181818;-71.27216285472966;Utilities;Eletrobras
00.001.180/0001-26;CENTRAIS ELET BRAS S.A. - ELETROBRAS;Conselho Fiscal;2020;368856.59;327690.95;-41165.640000000014;-11.160337409181171;5.0;4.42;-0.5800000000000001;-11.600000000000001;2020;2021;realizado;73771.318;74138.22398190046;0.49735587196702014;Utilities;Eletrobras
00.001.180/0001-26;CENTRAIS ELET BRAS S.A. - ELETROBRAS;Diretoria Estatutária;2021;11659240.78;;;;6.75;;;;2021;;so previsao;1727294.9303703702;;;Utilities;Eletrobras
00.001.180/0001-26;CENTRAIS ELET BRAS S.A. - ELETROBRAS;Conselho de Administração;2021;597351.74;;;;10.75;;;;2021;;so previsao;55567.60372093023;;;Utilities;Eletrobras
00.001.180/0001-26;CENTRAIS ELET BRAS S.A. - ELETROBRAS;Conselho Fiscal;2021;385177.62;;;;5.0;;;;2021;;so previsao;77035.524;;;Utilities;Eletrobras
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Diretoria Estatutária;2007;;3759521.22;;;;7.0;;;;2010;so realizado;;537074.4600000001;;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho de Administração;2007;;1254269.49;;;;13.0;;;;2010;so realizado;;96482.26846153846;;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho Fiscal;2007;;181520.47;;;;5.0;;;;2010;so realizado;;36304.094;;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Diretoria Estatutária;2008;;3770032.07;;;;7.17;;;;2010;so realizado;;525806.4253835425;;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho de Administração;2008;;1166513.17;;;;12.08;;;;2010;so realizado;;96565.65976821192;;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho Fiscal;2008;;181477.8;;;;5.0;;;;2010;so realizado;;36295.56;;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Diretoria Estatutária;2009;;4681384.61;;;;8.33;;;;2012;so realizado;;561990.9495798319;;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho de Administração;2009;;1197333.66;;;;12.75;;;;2012;so realizado;;93908.52235294117;;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho Fiscal;2009;;212496.98;;;;5.0;;;;2012;so realizado;;42499.396;;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Diretoria Estatutária;2010;;5248286.97;;;;9.0;;;;2013;so realizado;;583142.9966666666;;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho de Administração;2010;;1282351.15;;;;13.0;;;;2013;so realizado;;98642.39615384614;;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho Fiscal;2010;;210750.12;;;;5.0;;;;2013;so realizado;;42150.024;;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Diretoria Estatutária;2011;8801104.67;8801104.67;0.0;0.0;11.0;11.0;0.0;0.0;2011;2014;realizado;800100.4245454546;800100.4245454546;0.0;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho de Administração;2011;1221999.94;1221999.94;0.0;0.0;12.83;12.83;0.0;0.0;2011;2014;realizado;95245.51363990646;95245.51363990646;0.0;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho Fiscal;2011;374613.8;374613.8;0.0;0.0;8.33;8.33;0.0;0.0;2011;2014;realizado;44971.644657863144;44971.644657863144;0.0;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Diretoria Estatutária;2012;9271846.97;9984531.46;712684.4900000002;7.686542846381774;11.0;11.0;0.0;0.0;2012;2015;realizado;842895.1790909092;907684.6781818182;7.686542846381772;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho de Administração;2012;1224549.31;1186527.25;-38022.060000000056;-3.104983987945741;13.0;13.0;0.0;0.0;2012;2015;realizado;94196.10076923078;91271.32692307692;-3.104983987945742;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho Fiscal;2012;444869.32;459814.2;14944.880000000005;3.3593865272615346;10.0;10.0;0.0;0.0;2012;2015;realizado;44486.932;45981.42;3.359386527261532;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Diretoria Estatutária;2013;10063421.46;10137660.71;74239.25;0.737713811302503;11.0;11.0;0.0;0.0;2013;2016;realizado;914856.4963636365;921605.5190909092;0.7377138113024984;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho de Administração;2013;1231322.49;1278111.18;46788.689999999944;3.7998729317451145;13.0;28.0;15.0;115.38461538461539;2013;2016;realizado;94717.11461538462;45646.82785714285;-51.80720185311834;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho Fiscal;2013;459814.32;463648.61;3834.289999999979;0.8338779009753282;10.0;10.0;0.0;0.0;2013;2016;realizado;45981.432;46364.861;0.8338779009753328;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Diretoria Estatutária;2014;10399408.21;10647079.4;247671.18999999948;2.3815892692993867;11.0;11.0;0.0;0.0;2014;2017;realizado;945400.7463636365;967916.3090909091;2.381589269299389;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho de Administração;2014;1278111.18;1312135.09;34023.91000000015;2.6620461922569327;13.0;30.0;17.0;130.76923076923077;2014;2017;realizado;98316.24461538461;43737.83633333333;-55.51311331668867;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho Fiscal;2014;459814.32;511580.1;51765.77999999997;11.257974740760568;10.0;10.0;0.0;0.0;2014;2017;realizado;45981.432;51158.009999999995;11.257974740760556;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Diretoria Estatutária;2015;12518424.0;11370533.89;-1147890.1099999994;-9.169605614892093;11.0;11.0;0.0;0.0;2015;2018;realizado;1138038.5454545454;1033684.8990909092;-9.169605614892085;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho de Administração;2015;3609309.99;3210645.67;-398664.3200000003;-11.045444173666011;28.0;30.0;2.0;7.142857142857143;2015;2018;realizado;128903.92821428573;107021.52233333333;-16.975747895421613;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho Fiscal;2015;882150.24;888694.32;6544.079999999958;0.7418328197700154;10.0;10.0;0.0;0.0;2015;2018;realizado;88215.024;88869.432;0.7418328197700053;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Diretoria Estatutária;2016;12696396.98;10515171.34;-2181225.6400000006;-17.179879011628074;11.0;11.0;0.0;0.0;2016;2019;realizado;1154217.9072727272;955924.6672727272;-17.179879011628074;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho de Administração;2016;4302649.99;4567013.03;264363.04000000004;6.1441911522996095;30.0;30.0;0.0;0.0;2016;2019;realizado;143421.66633333333;152233.76766666668;6.144191152299627;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho Fiscal;2016;995160.92;1190648.5;195487.57999999996;19.643815997115315;10.0;10.0;0.0;0.0;2016;2019;realizado;99516.092;119064.85;19.643815997115333;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Diretoria Estatutária;2017;12494705.93;12243599.06;-251106.86999999918;-2.0097061219911336;11.0;11.0;0.0;0.0;2017;2020;realizado;1135882.3572727272;1113054.46;-2.0097061219911394;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho de Administração;2017;5463824.94;5829486.42;365661.4799999995;6.692408413802502;30.0;30.0;0.0;0.0;2017;2020;realizado;182127.49800000002;194316.214;6.6924084138024975;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho Fiscal;2017;1266588.24;1525734.27;259146.03000000003;20.460163912464562;10.0;10.0;0.0;0.0;2017;2020;realizado;126658.824;152573.427;20.46016391246457;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Diretoria Estatutária;2018;15367996.35;19076008.59;3708012.24;24.12814367957603;11.0;11.0;0.0;0.0;2018;2021;realizado;1397090.5772727272;1734182.5990909091;24.128143679576052;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho de Administração;2018;0.0;4732450.65;4732450.65;;30.0;19.0;-11.0;-36.666666666666664;2018;2021;realizado;0.0;249076.35;;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho Fiscal;2018;1755681.12;1559841.0;-195840.1200000001;-11.154652047519887;10.0;9.0;-1.0;-10.0;2018;2021;realizado;175568.11200000002;173315.66666666666;-1.282946719466549;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Diretoria Estatutária;2019;16669745.91;16843035.58;173289.66999999806;1.0395459591021328;7.0;6.67;-0.33000000000000007;-4.714285714285715;2019;2022;realizado;2381392.272857143;2525192.740629685;6.038504005054723;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho de Administração;2019;2584097.37;2544755.99;-39341.37999999989;-1.5224418575217964;9.0;10.67;1.67;18.555555555555557;2019;2022;realizado;287121.93;238496.34395501408;-16.935517967919033;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho Fiscal;2019;1818358.66;1789356.77;-29001.889999999898;-1.5949488204928668;10.0;9.83;-0.16999999999999993;-1.6999999999999993;2019;2022;realizado;181835.86599999998;182030.19023397763;0.10686793439180775;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Diretoria Estatutária;2020;14750488.35;12057673.19;-2692815.16;-18.25576954541983;7.0;7.0;0.0;0.0;2020;2023;realizado;2107212.621428571;1722524.7414285713;-18.25576954541983;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho de Administração;2020;3120036.33;2006043.97;-1113992.36;-35.70446758227332;9.0;8.0;-1.0;-11.11111111111111;2020;2023;realizado;346670.70333333337;250755.49625;-27.667526030057488;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho Fiscal;2020;1863921.12;1411229.13;-452691.9900000002;-24.287078736464995;10.0;9.0;-1.0;-10.0;2020;2023;realizado;186392.11200000002;156803.23666666666;-15.874531929405556;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Diretoria Estatutária;2021;11995778.75;12597631.42;601852.6699999999;5.0172038226363584;7.0;7.0;0.0;0.0;2021;2024;realizado;1713682.6785714286;1799661.6314285714;5.017203822636351;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho de Administração;2021;2585588.81;2052987.28;-532601.53;-20.598848816954774;9.0;8.0;-1.0;-11.11111111111111;2021;2024;realizado;287287.6455555556;256623.41;-10.673704919074133;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho Fiscal;2021;1522093.2;1522790.71;697.5100000000093;0.045825708964471384;10.0;10.0;0.0;0.0;2021;2024;realizado;152209.32;152279.071;0.04582570896445315;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Diretoria Estatutária;2022;12648459.55;13671218.66;1022759.1099999994;8.086036927714247;7.0;7.0;0.0;0.0;2022;2025;realizado;1806922.7928571429;1953031.2371428572;8.086036927714257;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho de Administração;2022;2582819.69;2800476.13;217656.43999999994;8.427086135463059;9.0;10.0;1.0;11.11111111111111;2022;2025;realizado;286979.96555555554;280047.613;-2.4156224780832347;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho Fiscal;2022;1526275.2;1586977.41;60702.20999999996;3.9771471095120963;10.0;10.0;0.0;0.0;2022;2025;realizado;152627.52;158697.74099999998;3.9771471095120914;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Diretoria Estatutária;2023;14070160.56;14209508.83;139348.26999999955;0.9903815198538114;7.0;7.0;0.0;0.0;2023;2026;realizado;2010022.9371428571;2029929.832857143;0.9903815198538224;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho de Administração;2023;3418260.75;3317848.28;-100412.4700000002;-2.9375310236353447;11.0;11.0;0.0;0.0;2023;2026;realizado;310750.9772727273;301622.57090909086;-2.9375310236353647;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho Fiscal;2023;1641229.2;1456410.67;-184818.53000000003;-11.26098231739967;10.0;8.67;-1.33;-13.3;2023;2026;realizado;164122.91999999998;167982.77623990772;2.351808169089198;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Diretoria Estatutária;2024;15644815.97;16829554.35;1184738.3800000008;7.572721739084802;7.0;7.0;0.0;0.0;2024;2026;realizado;2234973.71;2404222.0500000003;7.572721739084809;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho de Administração;2024;3625558.66;3651050.03;25491.369999999646;0.7031018496884462;9.0;9.0;0.0;0.0;2024;2026;realizado;402839.8511111111;405672.22555555555;0.7031018496884478;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho Fiscal;2024;1737980.4;1938538.6;200558.2000000002;11.539727375521622;10.0;10.0;0.0;0.0;2024;2026;realizado;173798.03999999998;193853.86000000002;11.539727375521625;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Diretoria Estatutária;2025;14127332.19;20609718.85;6482386.660000002;45.885426723302686;7.0;7.0;0.0;0.0;2025;2026;realizado;2018190.3128571429;2944245.5500000003;45.88542672330267;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho de Administração;2025;2932463.52;3319185.78;386722.2599999998;13.187623899239496;9.0;9.0;0.0;0.0;2025;2026;realizado;325829.28;368798.42;13.187623899239487;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho Fiscal;2025;1804016.88;1958550.35;154533.4700000002;8.56607672096728;10.0;9.0;-1.0;-10.0;2025;2026;realizado;180401.688;217616.70555555556;20.628974134408075;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Diretoria Estatutária;2026;20954514.27;;;;8.0;;;;2026;;so previsao;2619314.28375;;;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho de Administração;2026;3396260.45;;;;9.0;;;;2026;;so previsao;377362.27222222224;;;Utilities;Cemig
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Conselho Fiscal;2026;1765057.92;;;;9.0;;;;2026;;so previsao;196117.54666666666;;;Utilities;Cemig
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;Diretoria Estatutária;2008;;4639177.96;;;;0.07;;;;2010;so realizado;;66273970.85714285;;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;Conselho de Administração;2008;;708307.33;;;;0.09;;;;2010;so realizado;;7870081.444444444;;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;Conselho Fiscal;2008;;567802.5;;;;0.1;;;;2010;so realizado;;5678025.0;;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;Diretoria Estatutária;2009;;5924061.52;;;;8.0;;;;2012;so realizado;;740507.69;;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;Conselho de Administração;2009;;829064.45;;;;9.0;;;;2012;so realizado;;92118.27222222222;;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;Conselho Fiscal;2009;;551792.87;;;;5.0;;;;2012;so realizado;;110358.574;;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;Diretoria Estatutária;2010;6021089.01;6274137.93;253048.91999999993;4.202710167209435;0.08;8.0;7.92;9900.0;2010;2013;realizado;75263612.625;784267.24125;-98.95797289832791;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;Conselho de Administração;2010;896221.35;860453.17;-35768.179999999935;-3.9909984291269045;0.09;9.0;8.91;9900.0;2010;2013;realizado;9958015.0;95605.90777777779;-99.03990998429127;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;Conselho Fiscal;2010;639901.34;573586.56;-66314.77999999991;-10.3632819396815;0.1;5.0;4.9;4900.0;2010;2013;realizado;6399013.399999999;114717.312;-98.20726563879363;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;Diretoria Estatutária;2011;7036433.36;7047000.0;10566.639999999665;0.1501703982598318;8.0;8.0;0.0;0.0;2011;2014;realizado;879554.17;880875.0;0.15017039825984124;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;Conselho de Administração;2011;937814.97;887080.49;-50734.47999999998;-5.40986032671242;9.0;9.0;0.0;0.0;2011;2014;realizado;104201.66333333333;98564.49888888889;-5.409860326712412;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;Conselho Fiscal;2011;681494.97;600686.37;-80808.59999999998;-11.857548999958134;5.0;5.0;0.0;0.0;2011;2014;realizado;136298.994;120137.274;-11.857548999958134;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;Diretoria Estatutária;2012;10046709.25;9489453.27;-557255.9800000004;-5.5466518054157925;9.0;8.75;-0.25;-2.7777777777777777;2012;2015;realizado;1116301.0277777778;1084508.945142857;-2.84798471414196;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;Conselho de Administração;2012;1448787.22;898423.3;-550363.9199999999;-37.98790549795159;9.0;6.75;-2.25;-25.0;2012;2015;realizado;160976.35777777777;133099.74814814815;-17.317207330602113;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;Conselho Fiscal;2012;667577.37;510414.93;-157162.44;-23.54220605171203;5.0;5.0;0.0;0.0;2012;2015;realizado;133515.474;102082.986;-23.54220605171202;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;Diretoria Estatutária;2013;10726871.47;9675279.18;-1051592.290000001;-9.80334567204431;9.0;6.0;-3.0;-33.333333333333336;2013;2016;realizado;1191874.6077777778;1612546.53;35.294981491933555;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;Conselho de Administração;2013;1546870.11;919038.67;-627831.4400000001;-40.5872112946833;9.0;9.0;0.0;0.0;2013;2016;realizado;171874.45666666667;102115.40777777779;-40.5872112946833;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;Conselho Fiscal;2013;712772.36;529664.15;-183108.20999999996;-25.689577805738704;5.0;5.0;0.0;0.0;2013;2016;realizado;142554.472;105932.83;-25.689577805738708;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;Diretoria Estatutária;2014;7644920.0;6931866.58;-713053.4199999999;-9.327153456151274;6.0;6.0;0.0;0.0;2014;2017;realizado;1274153.3333333333;1155311.0966666667;-9.327153456151272;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;Conselho de Administração;2014;1472906.0;1067890.48;-405015.52;-27.49771675857115;9.0;9.0;0.0;0.0;2014;2017;realizado;163656.22222222222;118654.49777777778;-27.497716758571144;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;Conselho Fiscal;2014;689874.0;511018.21;-178855.78999999998;-25.925863273583285;5.0;5.0;0.0;0.0;2014;2017;realizado;137974.8;102203.642;-25.925863273583282;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;Diretoria Estatutária;2015;7698319.7;6999563.07;-698756.6299999999;-9.076742162318874;6.0;6.0;0.0;0.0;2015;2018;realizado;1283053.2833333334;1166593.845;-9.076742162318885;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;Conselho de Administração;2015;1390610.86;1138229.45;-252381.41000000015;-18.14896009081938;9.0;9.0;0.0;0.0;2015;2018;realizado;154512.3177777778;126469.93888888888;-18.148960090819376;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;Conselho Fiscal;2015;649108.71;559865.39;-89243.31999999995;-13.748593821826848;5.0;5.0;0.0;0.0;2015;2018;realizado;129821.742;111973.07800000001;-13.748593821826848;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;Diretoria Estatutária;2016;7688647.18;6900914.63;-787732.5499999998;-10.245398592994091;6.0;6.0;0.0;0.0;2016;2019;realizado;1281441.1966666665;1150152.4383333332;-10.245398592994093;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;Conselho de Administração;2016;1639751.6;1363674.97;-276076.6300000001;-16.83649096607072;9.0;7.5;-1.5;-16.666666666666668;2016;2019;realizado;182194.62222222224;181823.32933333333;-0.20378915928487285;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;Conselho Fiscal;2016;518485.82;516245.26;-2240.5599999999977;-0.4321352510662679;5.0;5.0;0.0;0.0;2016;2019;realizado;103697.164;103249.052;-0.43213525106627904;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;Diretoria Estatutária;2017;10108375.59;9424607.56;-683768.0299999993;-6.764371029865932;7.0;7.0;0.0;0.0;2017;2020;realizado;1444053.6557142858;1346372.5085714287;-6.764371029865934;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;Conselho de Administração;2017;1989309.79;1297241.97;-692067.8200000001;-34.789343694930494;9.0;8.75;-0.25;-2.7777777777777777;2017;2020;realizado;221034.42111111112;148256.22514285715;-32.92618208621422;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;Conselho Fiscal;2017;794258.56;710122.54;-84136.02000000002;-10.59302653282075;5.0;5.0;0.0;0.0;2017;2020;realizado;158851.712;142024.508;-10.593026532820748;Utilities;Copel
76.483.817/0001-20;CIA PARANAENSE DE ENERGIA - COPEL;Diretoria Estatutária;2018;9876902.86;9281651.0;-595251.8599999994;-6.026705622576098;7.0;6.75;-0.25;-3.5714285714285716;2018;2021;realizado;1410986.1228571427;1375059.4074074074;-2.5462132382270575;Utilities;Copel
