cnpj;empresa;orgao;exercicio;previsto_total;realizado_total;desvio_total;desvio_total_pct;previsto_membros;realizado_membros;desvio_membros;desvio_membros_pct;fre_previsao;fre_realizado;situacao;previsto_por_membro;realizado_por_membro;desvio_por_membro_pct;setor;apelido
06.626.253/0001-51;EMPREENDIMENTOS PAGUE MENOS S.A.;Diretoria Estatutária;2018;9500000.0;9918019.0;418019.0;4.4002;12.0;12.0;0.0;0.0;2018;2021;realizado;791666.6666666666;826501.5833333334;4.40020000000001;Retail;Pague Menos
06.626.253/0001-51;EMPREENDIMENTOS PAGUE MENOS S.A.;Conselho de Administração;2018;500000.0;324000.0;-176000.0;-35.2;7.0;7.0;0.0;0.0;2018;2021;realizado;71428.57142857143;46285.71428571428;-35.20000000000001;Retail;Pague Menos
06.626.253/0001-51;EMPREENDIMENTOS PAGUE MENOS S.A.;Conselho Fiscal;2018;;0.0;;;;0.0;;;;2021;so realizado;;;;Retail;Pague Menos
06.626.253/0001-51;EMPREENDIMENTOS PAGUE MENOS S.A.;Diretoria Estatutária;2019;;12625288.0;;;;17.0;;;;2022;so realizado;;742664.0;;Retail;Pague Menos
06.626.253/0001-51;EMPREENDIMENTOS PAGUE MENOS S.A.;Conselho de Administração;2019;;360000.0;;;;9.0;;;;2022;so realizado;;40000.0;;Retail;Pague Menos
06.626.253/0001-51;EMPREENDIMENTOS PAGUE MENOS S.A.;Conselho Fiscal;2019;;0.0;;;;0.0;;;;2022;so realizado;;;;Retail;Pague Menos
06.626.253/0001-51;EMPREENDIMENTOS PAGUE MENOS S.A.;Diretoria Estatutária;2020;;20070613.77;;;;13.0;;;;2023;so realizado;;1543893.3669230768;;Retail;Pague Menos
06.626.253/0001-51;EMPREENDIMENTOS PAGUE MENOS S.A.;Conselho de Administração;2020;;360000.0;;;;10.0;;;;2023;so realizado;;36000.0;;Retail;Pague Menos
06.626.253/0001-51;EMPREENDIMENTOS PAGUE MENOS S.A.;Conselho Fiscal;2020;;0.0;;;;0.0;;;;2022;so realizado;;;;Retail;Pague Menos
06.626.253/0001-51;EMPREENDIMENTOS PAGUE MENOS S.A.;Diretoria Estatutária;2021;29000000.0;20673639.2;-8326360.800000001;-28.711588965517244;13.0;13.17;0.16999999999999993;1.307692307692307;2021;2024;realizado;2230769.230769231;1569752.4069855732;-29.63178865237086;Retail;Pague Menos
06.626.253/0001-51;EMPREENDIMENTOS PAGUE MENOS S.A.;Conselho de Administração;2021;1000000.0;630000.0;-370000.0;-37.0;10.0;9.0;-1.0;-10.0;2021;2024;realizado;100000.0;70000.0;-30.000000000000004;Retail;Pague Menos
06.626.253/0001-51;EMPREENDIMENTOS PAGUE MENOS S.A.;Conselho Fiscal;2021;0.0;0.0;0.0;;0.0;0.0;0.0;;2021;2022;realizado;;;;Retail;Pague Menos
06.626.253/0001-51;EMPREENDIMENTOS PAGUE MENOS S.A.;Diretoria Estatutária;2022;34000000.0;29884960.17;-4115039.829999998;-12.103058323529407;16.0;14.75;-1.25;-7.8125;2022;2025;realizado;2125000.0;2026098.9945762714;-4.654164961116636;Retail;Pague Menos
06.626.253/0001-51;EMPREENDIMENTOS PAGUE MENOS S.A.;Conselho de Administração;2022;1000000.0;756000.0;-244000.0;-24.4;9.0;9.0;0.0;0.0;2022;2025;realizado;111111.11111111111;84000.0;-24.4;Retail;Pague Menos
06.626.253/0001-51;EMPREENDIMENTOS PAGUE MENOS S.A.;Conselho Fiscal;2022;0.0;;;;0.0;;;;2022;;so previsao;;;;Retail;Pague Menos
06.626.253/0001-51;EMPREENDIMENTOS PAGUE MENOS S.A.;Diretoria Estatutária;2023;32000000.0;23913813.97;-8086186.030000001;-25.269331343750004;14.0;11.75;-2.25;-16.071428571428573;2023;2026;realizado;2285714.285714286;2035218.210212766;-10.9592033031915;Retail;Pague Menos
06.626.253/0001-51;EMPREENDIMENTOS PAGUE MENOS S.A.;Conselho de Administração;2023;2000000.0;963750.0;-1036250.0;-51.8125;9.0;9.0;0.0;0.0;2023;2026;realizado;222222.22222222222;107083.33333333333;-51.81249999999999;Retail;Pague Menos
06.626.253/0001-51;EMPREENDIMENTOS PAGUE MENOS S.A.;Diretoria Estatutária;2024;32494000.0;25246327.2;-7247672.800000001;-22.304649473749002;13.0;7.92;-5.08;-39.07692307692308;2024;2026;realizado;2499538.4615384615;3187667.5757575757;27.530247075917046;Retail;Pague Menos
06.626.253/0001-51;EMPREENDIMENTOS PAGUE MENOS S.A.;Conselho de Administração;2024;1506000.0;1677006.0;171006.0;11.354980079681274;9.0;9.0;0.0;0.0;2024;2026;realizado;167333.33333333334;186334.0;11.354980079681276;Retail;Pague Menos
06.626.253/0001-51;EMPREENDIMENTOS PAGUE MENOS S.A.;Diretoria Estatutária;2025;34309563.89;37883738.0;3574174.1099999994;10.417427984392836;8.0;8.0;0.0;0.0;2025;2026;realizado;4288695.48625;4735467.25;10.417427984392846;Retail;Pague Menos
06.626.253/0001-51;EMPREENDIMENTOS PAGUE MENOS S.A.;Conselho de Administração;2025;1626000.0;1698000.0;72000.0;4.428044280442805;9.0;9.0;0.0;0.0;2025;2026;realizado;180666.66666666666;188666.66666666666;4.428044280442811;Retail;Pague Menos
06.626.253/0001-51;EMPREENDIMENTOS PAGUE MENOS S.A.;Diretoria Estatutária;2026;61949864.0;;;;7.5;;;;2026;;so previsao;8259981.866666666;;;Retail;Pague Menos
06.626.253/0001-51;EMPREENDIMENTOS PAGUE MENOS S.A.;Conselho de Administração;2026;1800000.0;;;;9.0;;;;2026;;so previsao;200000.0;;;Retail;Pague Menos
00.864.214/0001-06;ENERGISA S.A.;Diretoria Estatutária;2007;;2034217.59;;;;5.0;;;;2010;so realizado;;406843.51800000004;;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Conselho de Administração;2007;;1113597.46;;;;7.0;;;;2010;so realizado;;159085.35142857142;;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Diretoria Estatutária;2008;;204702.7;;;;4.0;;;;2011;so realizado;;51175.675;;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Conselho de Administração;2008;;270916.61;;;;7.0;;;;2011;so realizado;;38702.37285714286;;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Diretoria Estatutária;2009;;119987.66;;;;5.0;;;;2012;so realizado;;23997.532;;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Conselho de Administração;2009;;165824.54;;;;7.0;;;;2012;so realizado;;23689.22;;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Diretoria Estatutária;2010;118613.59;125192.6;6579.010000000009;5.546590403342492;5.0;5.0;0.0;0.0;2010;2013;realizado;23722.718;25038.52;5.546590403342488;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Conselho de Administração;2010;133882.23;224369.52;90487.28999999998;67.58722946278978;7.0;7.0;0.0;0.0;2010;2013;realizado;19126.032857142858;32052.78857142857;67.5872294627898;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Diretoria Estatutária;2011;662026.67;133554.43;-528472.24;-79.82642753652205;5.0;5.0;0.0;0.0;2011;2014;realizado;132405.334;26710.886;-79.82642753652206;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Conselho de Administração;2011;258964.88;281922.98;22958.099999999977;8.865333399648623;7.0;7.0;0.0;0.0;2011;2014;realizado;36994.98285714286;40274.71142857143;8.865333399648613;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Diretoria Estatutária;2012;714988.8;136793.31;-578195.49;-80.86776883777759;5.0;5.0;0.0;0.0;2012;2015;realizado;142997.76;27358.662;-80.8677688377776;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Conselho de Administração;2012;320506.07;286560.26;-33945.81;-10.591315790056644;7.0;0.07;-6.93;-99.0;2012;2015;realizado;45786.58142857143;4093717.9999999995;8840.868420994335;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Diretoria Estatutária;2013;754958.0;260359.22;-494598.78;-65.51341664039589;5.0;5.0;0.0;0.0;2013;2016;realizado;150991.6;52071.844;-65.51341664039589;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Conselho de Administração;2013;343405.0;413151.28;69746.28000000003;20.310210975378933;7.0;8.51;1.5099999999999998;21.571428571428566;2013;2016;realizado;49057.857142857145;48548.91656874266;-1.0374292799468332;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Diretoria Estatutária;2014;599993.3;264402.72;-335590.5800000001;-55.932387911665025;5.0;5.0;0.0;0.0;2014;2017;realizado;119998.66;52880.543999999994;-55.93238791166502;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Conselho de Administração;2014;608206.0;568142.98;-40063.02000000002;-6.587080693054659;11.0;10.67;-0.33000000000000007;-3.0000000000000004;2014;2017;realizado;55291.454545454544;53246.764761012186;-3.698021333046031;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Diretoria Estatutária;2015;1491649.13;252020.07;-1239629.0599999998;-83.10460114705393;5.0;5.0;0.0;0.0;2015;2018;realizado;298329.826;50404.014;-83.10460114705394;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Conselho de Administração;2015;1508350.87;782761.19;-725589.6800000002;-48.10483385739023;12.0;11.25;-0.75;-6.25;2015;2018;realizado;125695.90583333334;69578.77244444445;-44.645156114549565;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Diretoria Estatutária;2016;1603522.82;315654.47;-1287868.35;-80.31493745751621;5.0;5.0;0.0;0.0;2016;2019;realizado;320704.564;63130.89399999999;-80.3149374575162;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Conselho de Administração;2016;1621477.18;970612.96;-650864.22;-40.140202281477684;11.0;11.0;0.0;0.0;2016;2019;realizado;147407.01636363636;88237.54181818181;-40.14020228147769;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Diretoria Estatutária;2017;3160718.48;3104770.77;-55947.70999999996;-1.7700946906223665;5.0;5.0;0.0;0.0;2017;2020;realizado;632143.696;620954.154;-1.7700946906223702;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Conselho de Administração;2017;1571294.52;1298634.6;-272659.9199999999;-17.35256608671937;11.0;11.75;0.75;6.818181818181818;2017;2020;realizado;142844.95636363636;110522.09361702128;-22.62793420884367;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Diretoria Estatutária;2018;6287115.84;5282222.05;-1004893.79;-15.98338277158259;5.0;5.0;0.0;0.0;2018;2021;realizado;1257423.168;1056444.41;-15.9833827715826;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Conselho de Administração;2018;1521473.72;1001831.09;-519642.63;-34.15390112686271;13.0;13.0;0.0;0.0;2018;2021;realizado;117036.44;77063.93;-34.15390112686272;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Conselho Fiscal;2018;;0.0;;;;0.0;;;;2021;so realizado;;;;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Diretoria Estatutária;2019;8082455.18;5671183.26;-2411271.92;-29.833409110225343;5.0;5.0;0.0;0.0;2019;2022;realizado;1616491.0359999998;1134236.652;-29.83340911022534;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Conselho de Administração;2019;1233972.68;745858.0;-488114.67999999993;-39.556360356373524;13.0;13.0;0.0;0.0;2019;2022;realizado;94920.97538461538;57373.692307692305;-39.55636035637353;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Conselho Fiscal;2019;63505.44;52920.0;-10585.440000000002;-16.668556268565343;4.0;4.0;0.0;0.0;2019;2022;realizado;15876.36;13230.0;-16.66855626856534;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Diretoria Estatutária;2020;7509816.03;5798657.72;-1711158.3100000005;-22.785622219829538;5.0;5.0;0.0;0.0;2020;2023;realizado;1501963.206;1159731.544;-22.785622219829538;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Conselho de Administração;2020;1284390.65;705942.13;-578448.5199999999;-45.03680558559033;13.0;11.67;-1.33;-10.23076923076923;2020;2023;realizado;98799.28076923077;60492.04198800343;-38.77279114076043;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Conselho Fiscal;2020;116729.96;107146.25;-9583.710000000006;-8.210154445354052;6.0;8.67;2.67;44.5;2020;2023;realizado;19454.993333333336;12358.27566320646;-36.47761553311699;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Diretoria Estatutária;2021;6539587.65;6565294.71;25707.05999999959;0.3930990970049861;5.0;5.0;0.0;0.0;2021;2024;realizado;1307917.53;1313058.942;0.3930990970050008;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Conselho de Administração;2021;1230780.0;1110329.35;-120450.6499999999;-9.78652968036529;11.67;11.0;-0.6699999999999999;-5.741216795201371;2021;2024;realizado;105465.29562982006;100939.03181818183;-4.2917092154420855;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Conselho Fiscal;2021;368405.0;283433.2;-84971.79999999999;-23.064779251095935;8.67;10.0;1.33;15.340253748558247;2021;2024;realizado;42491.9261822376;28343.32;-33.297163610700174;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Diretoria Estatutária;2022;9778933.19;7425537.76;-2353395.4299999997;-24.06597309005646;5.0;5.0;0.0;0.0;2022;2025;realizado;1955786.6379999998;1485107.552;-24.06597309005646;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Conselho de Administração;2022;1794315.94;1567739.8;-226576.1399999999;-12.62743839861334;11.0;9.67;-1.33;-12.090909090909092;2022;2025;realizado;163119.6309090909;162124.07445708377;-0.6103228939758676;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Conselho Fiscal;2022;299920.51;278497.05;-21423.46000000002;-7.143046002422448;6.0;7.33;1.33;22.166666666666668;2022;2025;realizado;49986.75166666667;37994.14051841746;-23.991579265284415;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Diretoria Estatutária;2023;9231158.42;6499917.51;-2731240.91;-29.58719573138904;5.0;5.0;0.0;0.0;2023;2026;realizado;1846231.684;1299983.5019999999;-29.58719573138905;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Conselho de Administração;2023;2059687.38;1938295.56;-121391.81999999983;-5.89370120819014;9.67;10.0;0.33000000000000007;3.412616339193382;2023;2026;realizado;212997.6608066184;193829.556;-8.99920906831987;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Conselho Fiscal;2023;369868.56;252505.92;-117362.63999999998;-31.730904621901352;7.33;8.67;1.3399999999999999;18.281036834924965;2023;2026;realizado;50459.55798090041;29124.09688581315;-42.282298832587884;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Diretoria Estatutária;2024;9528097.95;5987968.65;-3540129.299999999;-37.15462748785028;5.0;5.0;0.0;0.0;2024;2026;realizado;1905619.5899999999;1197593.73;-37.15462748785029;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Conselho de Administração;2024;2939059.85;2866580.12;-72479.72999999998;-2.466085540925612;10.0;8.0;-2.0;-20.0;2024;2026;realizado;293905.985;358322.515;21.917393073842995;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Conselho Fiscal;2024;445531.86;382375.88;-63155.97999999998;-14.175412730303952;8.67;10.0;1.33;15.340253748558247;2024;2026;realizado;51387.757785467125;38237.588;-25.590082837173522;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Diretoria Estatutária;2025;9281402.33;3438096.65;-5843305.68;-62.95714238259942;5.0;5.0;0.0;0.0;2025;2026;realizado;1856280.466;687619.33;-62.957142382599415;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Conselho de Administração;2025;3536320.0;3433733.4;-102586.6000000001;-2.900942222423313;7.0;7.0;0.0;0.0;2025;2026;realizado;505188.5714285714;490533.34285714285;-2.9009422224233083;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Conselho Fiscal;2025;463353.07;148510.6;-314842.47;-67.94871781037297;10.0;3.33;-6.67;-66.7;2025;2026;realizado;46335.307;44597.77777777778;-3.749903334453397;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Diretoria Estatutária;2026;3203977.16;;;;5.0;;;;2026;;so previsao;640795.432;;;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Conselho de Administração;2026;3878634.55;;;;7.0;;;;2026;;so previsao;554090.65;;;Utilities;Energisa
00.864.214/0001-06;ENERGISA S.A.;Conselho Fiscal;2026;315228.71;;;;3.33;;;;2026;;so previsao;94663.27627627629;;;Utilities;Energisa
04.423.567/0001-21;ENEVA S.A;Diretoria Estatutária;2009;;36158562.38;;;;6.0;;;;2012;so realizado;;6026427.0633333335;;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Conselho de Administração;2009;;17660743.5;;;;9.0;;;;2012;so realizado;;1962304.8333333333;;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Diretoria Estatutária;2010;4480000.0;31172947.6;26692947.6;595.8247232142858;6.0;5.67;-0.33000000000000007;-5.500000000000001;2010;2013;realizado;746666.6666666666;5497874.356261023;636.3224584278156;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Conselho de Administração;2010;685000.0;17597743.5;16912743.5;2469.0136496350365;9.0;8.92;-0.08000000000000007;-0.8888888888888897;2010;2013;realizado;76111.11111111111;1972841.1995515695;2492.054130797683;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Diretoria Estatutária;2011;4480000.0;32243363.8;27763363.8;619.7179419642857;6.0;5.0;-1.0;-16.666666666666668;2011;2014;realizado;746666.6666666666;6448672.76;763.6615303571429;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Conselho de Administração;2011;685000.0;9893841.05;9208841.05;1344.3563576642337;9.0;8.92;-0.08000000000000007;-0.8888888888888897;2011;2014;realizado;76111.11111111111;1109175.0056053812;1357.3102263428366;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Conselho Fiscal;2011;;69748.0;;;;3.0;;;;2014;so realizado;;23249.333333333332;;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Diretoria Estatutária;2012;6010717.37;23864493.95;17853776.58;297.03237535522317;5.0;5.0;0.0;0.0;2012;2015;realizado;1202143.474;4772898.79;297.0323753552232;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Conselho de Administração;2012;960000.0;6931161.54;5971161.54;621.99599375;9.0;11.5;2.5;27.77777777777778;2012;2015;realizado;106666.66666666667;602709.6991304348;465.04034293478253;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Conselho Fiscal;2012;80219.4;89402.0;9182.600000000006;11.446856994692066;3.0;3.0;0.0;0.0;2012;2015;realizado;26739.8;29800.666666666668;11.446856994692055;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Diretoria Estatutária;2013;43560787.01;44389796.0;829008.9900000021;1.903108384634307;3.08;3.3;0.21999999999999975;7.142857142857134;2013;2016;realizado;14143112.665584415;13451453.333333334;-4.890432174341308;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Conselho de Administração;2013;610936.53;610936.0;-0.5300000000279397;-8.675205590144359e-05;8.53;9.3;0.7700000000000014;9.026963657678799;2013;2016;realizado;71622.10199296601;65692.04301075268;-8.279649461831939;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Conselho Fiscal;2013;0.0;0.0;0.0;;0.0;0.0;0.0;;2013;2016;realizado;;;;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Diretoria Estatutária;2014;7880678.64;7212959.03;-667719.6099999994;-8.472869412677884;2.1;2.17;0.06999999999999984;3.3333333333333255;2014;2017;realizado;3752704.114285714;3323944.2534562214;-11.425357496139876;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Conselho de Administração;2014;480000.0;780000.0;300000.0;62.5;2.0;7.63;5.63;281.5;2014;2017;realizado;240000.0;102228.04718217562;-57.40498034076016;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Conselho Fiscal;2014;;0.0;;;;0.0;;;;2017;so realizado;;;;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Diretoria Estatutária;2015;10876319.2;14741888.56;3865569.3600000013;35.54115403306664;2.0;2.08;0.08000000000000007;4.0000000000000036;2015;2018;realizado;5438159.6;7087446.423076923;30.32803272410254;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Conselho de Administração;2015;11294528.72;21983114.0;10688585.28;94.63507105943238;4.7;5.08;0.3799999999999999;8.08510638297872;2015;2018;realizado;2403091.2170212767;4327384.645669292;80.07575472034101;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Conselho Fiscal;2015;134400.0;115200.0;-19200.0;-14.285714285714286;2.0;1.08;-0.9199999999999999;-46.0;2015;2018;realizado;67200.0;106666.66666666666;58.73015873015872;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Diretoria Estatutária;2016;6565842.0;7363326.0;797484.0;12.14595173018175;2.1;2.0;-0.10000000000000009;-4.761904761904766;2016;2019;realizado;3126591.4285714286;3681663.0;17.753249316690844;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Conselho de Administração;2016;4481812.0;5274562.24;792750.2400000002;17.688163626676;5.1;5.68;0.5800000000000001;11.372549019607845;2016;2019;realizado;878786.6666666667;928620.1126760565;5.670710298599935;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Conselho Fiscal;2016;153600.0;182400.0;28800.0;18.75;3.0;1.0;-2.0;-66.66666666666667;2016;2019;realizado;51200.0;182400.0;256.25;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Diretoria Estatutária;2017;;29823739.0;;;;3.94;;;;2020;so realizado;;7569476.9035533;;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Conselho de Administração;2017;;3968806.0;;;;8.0;;;;2020;so realizado;;496100.75;;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Conselho Fiscal;2017;;0.0;;;;0.0;;;;2020;so realizado;;;;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Diretoria Estatutária;2018;11712615.0;11943854.0;231239.0;1.9742730380875664;4.5;3.58;-0.9199999999999999;-20.444444444444443;2018;2021;realizado;2602803.3333333335;3336272.067039106;28.179952142847497;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Conselho de Administração;2018;3672000.0;4292858.0;620858.0;16.90789760348584;7.0;6.98;-0.019999999999999574;-0.28571428571427965;2018;2021;realizado;524571.4285714285;615022.6361031518;17.242877252779508;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Conselho Fiscal;2018;0.0;0.0;0.0;;0.0;0.0;0.0;;2018;2021;realizado;;;;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Diretoria Estatutária;2019;;34621055.78;;;;3.97;;;;2022;so realizado;;8720668.962216625;;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Conselho de Administração;2019;;11130098.27;;;;6.83;;;;2022;so realizado;;1629589.7906295753;;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Conselho Fiscal;2019;;0.0;;;;0.0;;;;2022;so realizado;;;;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Diretoria Estatutária;2020;31111198.0;29743372.85;-1367825.1499999985;-4.396568560297802;4.0;4.0;0.0;0.0;2020;2023;realizado;7777799.5;7435843.2125;-4.396568560297798;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Conselho de Administração;2020;20538200.0;37557241.66;17019041.659999996;82.86530299636772;7.0;7.0;0.0;0.0;2020;2023;realizado;2934028.5714285714;5365320.237142856;82.86530299636772;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Conselho Fiscal;2020;0.0;0.0;0.0;;0.0;0.0;0.0;;2020;2023;realizado;;;;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;;2020;;0.0;;;;0.0;;;;2022;so realizado;;;;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Diretoria Estatutária;2021;63076182.31;87759823.14;24683640.83;39.133060889271185;3.75;3.75;0.0;0.0;2021;2024;realizado;16820315.28266667;23402619.504;39.13306088927118;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Conselho de Administração;2021;3432000.0;3159000.0;-273000.0;-7.954545454545454;7.0;7.0;0.0;0.0;2021;2024;realizado;490285.71428571426;451285.71428571426;-7.954545454545459;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Conselho Fiscal;2021;0.0;0.0;0.0;;0.0;0.0;0.0;;2021;2024;realizado;;;;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Diretoria Estatutária;2022;;103786364.49;;;;4.0;;;;2025;so realizado;;25946591.1225;;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Conselho de Administração;2022;;3860000.0;;;;7.0;;;;2025;so realizado;;551428.5714285715;;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Conselho Fiscal;2022;;0.0;;;;0.0;;;;2025;so realizado;;;;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Diretoria Estatutária;2023;37146972.85;22985549.91;-14161422.940000001;-38.122683636117614;3.0;3.0;0.0;0.0;2023;2026;realizado;12382324.283333333;7661849.97;-38.12268363611761;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Conselho de Administração;2023;4761600.0;4727673.33;-33926.669999999925;-0.7125056703629017;7.0;7.0;0.0;0.0;2023;2026;realizado;680228.5714285715;675381.9042857143;-0.7125056703629173;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Conselho Fiscal;2023;0.0;0.0;0.0;;0.0;0.0;0.0;;2023;2026;realizado;;;;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Diretoria Estatutária;2024;41703873.72;22058422.59;-19645451.13;-47.107017592417556;3.0;3.0;0.0;0.0;2024;2026;realizado;13901291.24;7352807.53;-47.107017592417556;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Conselho de Administração;2024;5241480.0;5181702.78;-59777.21999999974;-1.140464525286746;7.0;7.0;0.0;0.0;2024;2026;realizado;748782.8571428572;740243.2542857144;-1.140464525286744;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Conselho Fiscal;2024;0.0;0.0;0.0;;0.0;0.0;0.0;;2024;2026;realizado;;;;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Diretoria Estatutária;2025;52242219.54;23876840.42;-28365379.119999997;-54.295892038586985;3.0;3.0;0.0;0.0;2025;2026;realizado;17414073.18;7958946.806666668;-54.29589203858699;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Conselho de Administração;2025;5609764.0;5635163.19;25399.19000000041;0.45276753175357126;7.0;7.0;0.0;0.0;2025;2026;realizado;801394.8571428572;805023.3128571429;0.45276753175356177;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Conselho Fiscal;2025;0.0;0.0;0.0;;0.0;0.0;0.0;;2025;2026;realizado;;;;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Diretoria Estatutária;2026;81746904.19;;;;3.0;;;;2026;;so previsao;27248968.063333333;;;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Conselho de Administração;2026;6171872.0;;;;7.0;;;;2026;;so previsao;881696.0;;;Utilities;Eneva
04.423.567/0001-21;ENEVA S.A;Conselho Fiscal;2026;0.0;;;;0.0;;;;2026;;so previsao;;;;Utilities;Eneva
03.220.438/0001-73;EQUATORIAL S.A.;Diretoria Estatutária;2009;;9196000.0;;;;5.0;;;;2012;so realizado;;1839200.0;;Utilities;Equatorial
