cnpj;empresa;orgao;exercicio;maxima;media;minima;n_membros;n_membros_remunerados;total_orgao;fre_total_orgao;media_implicita;alertas;previsao;fre;data_referencia;versao;id_documento;setor;apelido;escala_corrigida
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2007;1047000.0;459000.0;418000.0;5.0;0.0;2295000.0;2010;;;False;2010;2010-01-01;5;7166;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2008;1055000.0;661000.0;331000.0;5.0;0.0;3303000.0;2010;;;False;2010;2010-01-01;5;7166;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2009;881000.0;0.0;304000.0;5.0;0.0;6409000.0;2012;;;False;2012;2012-01-01;4;24830;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2010;1346013.51;937793.75;484072.32;3.0;0.0;4153000.0;2013;;;False;2013;2013-01-01;5;38205;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2011;1547347.0;1269013.0;859909.0;4.0;0.0;5076051.0;2014;;;False;2014;2014-01-01;5;46811;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2012;1566000.0;1227550.0;1014000.0;4.0;0.0;5754941.0;2015;;;False;2015;2015-01-01;5;56726;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2013;1725000.0;1373273.0;1225500.0;3.33;3.33;5755676.0;2016;1728431.2312312312;media != total/n_remunerados;False;2016;2016-01-01;4;65840;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2014;1903500.0;1579500.0;1386000.0;3.0;3.0;5612840.0;2017;1870946.6666666667;media != total/n_remunerados;False;2017;2017-01-01;5;73711;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2015;2250004.0;1876218.0;1674607.0;3.0;3.0;6618176.12;2018;2206058.7066666665;media != total/n_remunerados;False;2018;2018-01-01;5;82623;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2016;5166281.08;2929667.3;1394539.43;6.0;6.0;17578003.83;2019;2929667.3049999997;;False;2019;2019-01-01;13;93974;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2017;5093285.63;2872872.0;1246386.86;6.0;6.0;18587720.1;2020;3097953.35;media != total/n_remunerados;False;2020;2020-01-01;8;103608;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2018;15154834.75;4851264.15;1327993.73;5.3;5.3;27481583.33;2021;5185204.401886792;media != total/n_remunerados;False;2021;2021-01-01;10;114667;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2019;8295621.0;3486007.0;2791952.0;5.08;5.08;28182035.75;2022;5547644.832677165;media != total/n_remunerados;False;2022;2022-01-01;14;127027;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2020;11409347.0;3633251.0;1462648.0;8.0;8.0;29066007.35;2023;3633250.91875;;False;2023;2023-12-31;12;137501;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2021;10650142.0;3597707.0;1727234.0;7.83;7.83;28182035.75;2024;3599238.282247765;;False;2024;2024-12-31;16;148218;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2022;9916387.2;4541715.66;2285930.25;7.0;7.0;31792009.61;2025;4541715.658571429;;False;2025;2025-12-31;16;156680;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2023;17104200.13;6091507.14;3445261.62;10.0;10.0;60915071.35;2026;6091507.135;;False;2026;2026-12-31;4;159528;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2024;22348787.22;7147521.22;3761460.16;10.0;10.0;71475212.24;2026;7147521.223999999;;False;2026;2026-12-31;4;159528;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Diretoria Estatutária;2025;19079976.72;6982646.11;3904643.3;8.25;8.25;57606830.45;2026;6982646.115151515;;False;2026;2026-12-31;4;159528;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Conselho de Administração;2007;0.0;0.0;0.0;6.0;0.0;0.0;2010;;;False;2010;2010-01-01;5;7166;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Conselho de Administração;2008;0.0;0.0;0.0;6.0;0.0;0.0;2010;;;False;2010;2010-01-01;5;7166;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Conselho de Administração;2009;0.0;0.0;0.0;6.0;0.0;0.0;2012;;;False;2012;2012-01-01;4;24830;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Conselho de Administração;2010;0.0;0.0;0.0;6.0;0.0;0.0;2013;;;False;2013;2013-01-01;5;38205;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Conselho de Administração;2011;144000.0;144000.0;0.0;7.0;0.0;144000.0;2014;;;False;2014;2014-01-01;5;46811;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Conselho de Administração;2012;120000.0;120000.0;120000.0;7.0;0.0;144000.0;2015;;;False;2015;2015-01-01;5;56726;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Conselho de Administração;2013;138000.0;138000.0;138000.0;7.0;1.0;165600.0;2016;165600.0;media != total/n_remunerados;False;2016;2016-01-01;4;65840;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Conselho de Administração;2014;144000.0;144000.0;144000.0;7.67;1.67;273600.0;2017;163832.33532934132;media != total/n_remunerados;False;2017;2017-01-01;5;73711;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Conselho de Administração;2015;152720.0;152720.0;152720.0;8.0;2.0;361728.0;2018;180864.0;media != total/n_remunerados;False;2018;2018-01-01;5;82623;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Conselho de Administração;2016;121107.16;121107.16;121107.16;6.16;0.33;121107.15;2019;366991.3636363636;media != total/n_remunerados;False;2019;2019-01-01;13;93974;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Conselho de Administração;2017;0.0;0.0;0.0;7.0;0.0;0.0;2020;;;False;2020;2020-01-01;8;103608;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Conselho de Administração;2018;817457.57;817457.57;817457.57;6.5;0.5;817457.57;2021;1634915.14;media != total/n_remunerados;False;2021;2021-01-01;10;114667;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Conselho de Administração;2019;3324635.0;795426.0;232848.0;5.58;2.75;3373733.49;2022;1226812.1781818182;media != total/n_remunerados;False;2022;2022-01-01;14;127027;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Conselho de Administração;2020;3586720.0;1416731.0;194040.0;7.75;3.75;5312740.12;2023;1416730.6986666666;;False;2023;2023-12-31;12;137501;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Conselho de Administração;2021;1116844.0;562297.0;194040.0;7.0;3.0;3373733.5;2024;1124577.8333333333;media != total/n_remunerados;False;2024;2024-12-31;16;148218;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Conselho de Administração;2022;2883628.84;1100913.95;194040.0;7.0;3.5;4100698.84;2025;1171628.24;media != total/n_remunerados;False;2025;2025-12-31;16;156680;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Conselho de Administração;2023;3006289.75;983465.62;400000.0;9.0;6.0;5900793.75;2026;983465.625;;False;2026;2026-12-31;4;159528;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Conselho de Administração;2024;4053474.8;1141829.14;420000.0;9.0;6.0;6850974.82;2026;1141829.1366666667;;False;2026;2026-12-31;4;159528;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Conselho de Administração;2025;6268703.28;1414453.43;420638.99;9.0;6.0;8486720.6;2026;1414453.4333333333;;False;2026;2026-12-31;4;159528;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Conselho Fiscal;2012;47800.0;31867.0;47800.0;2.0;0.0;189288.0;2015;;media fora do intervalo min-max;False;2015;2015-01-01;5;56726;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Conselho Fiscal;2013;23900.0;13450.0;2390.0;1.0;1.0;94644.0;2016;94644.0;media != total/n_remunerados;False;2016;2016-01-01;4;65840;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Conselho Fiscal;2014;56800.0;56800.0;56800.0;2.0;2.0;204480.0;2017;102240.0;media != total/n_remunerados;False;2017;2017-01-01;5;73711;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Conselho Fiscal;2015;89517.0;89517.0;89517.0;3.0;3.0;322260.0;2018;107420.0;media != total/n_remunerados;False;2018;2018-01-01;5;82623;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Conselho Fiscal;2016;48000.0;48000.0;48000.0;1.0;1.0;144000.0;2019;144000.0;media != total/n_remunerados;False;2019;2019-01-01;13;93974;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Conselho Fiscal;2017;0.0;0.0;0.0;0.0;0.0;0.0;2020;;;False;2020;2020-01-01;8;103608;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Conselho Fiscal;2018;0.0;0.0;0.0;0.0;0.0;0.0;2021;;;False;2021;2021-01-01;10;114667;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Conselho Fiscal;2019;132091.0;99068.0;132091.0;4.25;2.25;220272.0;2022;97898.66666666667;"media fora do intervalo min-max; media != total/n_remunerados";False;2022;2022-01-01;14;127027;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Conselho Fiscal;2020;36690.0;36690.0;36690.0;2.0;1.0;132084.0;2023;132084.0;media != total/n_remunerados;False;2023;2023-12-31;12;137501;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Conselho Fiscal;2021;73424.0;73424.0;73424.0;4.0;2.0;220272.0;2024;110136.0;media != total/n_remunerados;False;2024;2024-12-31;16;148218;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Conselho Fiscal;2022;45890.0;45890.0;45890.0;1.25;1.25;137670.0;2025;110136.0;media != total/n_remunerados;False;2025;2025-12-31;16;156680;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Conselho Fiscal;2023;93600.0;93600.0;93600.0;3.0;3.0;280800.0;2026;93600.0;;False;2026;2026-12-31;4;159528;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Conselho Fiscal;2024;93600.0;159900.0;58500.0;3.0;3.0;479700.0;2026;159900.0;media fora do intervalo min-max;False;2026;2026-12-31;4;159528;Malls;Allos;
05.878.397/0001-32;ALLOS S.A.;Conselho Fiscal;2025;93600.0;93600.0;93600.0;3.0;3.0;421200.0;2026;140400.0;media != total/n_remunerados;False;2026;2026-12-31;4;159528;Malls;Allos;
61.079.117/0001-05;ALPARGATAS S.A.;Diretoria Estatutária;2015;7657500.0;5040500.0;2465600.0;3.83;3.83;17734500.0;2018;4630417.754569191;media != total/n_remunerados;False;2018;2018-01-01;10;82237;Consumo;Alpargatas;
61.079.117/0001-05;ALPARGATAS S.A.;Diretoria Estatutária;2016;9129100.0;5376100.0;3257200.0;4.0;4.0;21504300.0;2019;5376075.0;;False;2019;2019-01-01;15;93241;Consumo;Alpargatas;
61.079.117/0001-05;ALPARGATAS S.A.;Diretoria Estatutária;2017;7336200.0;4658200.0;2832000.0;4.0;4.0;18632900.0;2020;4658225.0;;False;2020;2020-01-01;11;103133;Consumo;Alpargatas;
61.079.117/0001-05;ALPARGATAS S.A.;Diretoria Estatutária;2018;2051000.0;1164000.0;1599000.0;4.0;4.0;6126100.0;2021;1531525.0;"media fora do intervalo min-max; media != total/n_remunerados";False;2021;2021-01-01;8;111641;Consumo;Alpargatas;
61.079.117/0001-05;ALPARGATAS S.A.;Diretoria Estatutária;2019;14692200.0;7793000.0;3221000.0;3.0;3.0;39022500.0;2022;13007500.0;media != total/n_remunerados;False;2022;2022-01-01;16;127160;Consumo;Alpargatas;
61.079.117/0001-05;ALPARGATAS S.A.;Diretoria Estatutária;2020;13670800.0;5766100.0;2600900.0;4.0;4.0;22801900.0;2023;5700475.0;media != total/n_remunerados;False;2023;2023-12-31;15;137696;Consumo;Alpargatas;
61.079.117/0001-05;ALPARGATAS S.A.;Diretoria Estatutária;2021;13492700.0;6233200.0;3134400.0;4.0;4.0;24932949.77;2024;6233237.4425;;False;2024;2024-12-31;11;148081;Consumo;Alpargatas;
61.079.117/0001-05;ALPARGATAS S.A.;Diretoria Estatutária;2022;10880471.95;4451524.81;1821372.92;4.0;4.0;20151006.7;2025;5037751.675;media != total/n_remunerados;False;2025;2025-12-31;15;157989;Consumo;Alpargatas;
61.079.117/0001-05;ALPARGATAS S.A.;Diretoria Estatutária;2023;3072500.0;2434900.0;1797400.0;4.0;4.0;15823633.93;2026;3955908.4825;media != total/n_remunerados;False;2026;2026-12-31;1;158198;Consumo;Alpargatas;8.16 reportado em milhares
61.079.117/0001-05;ALPARGATAS S.A.;Diretoria Estatutária;2024;9002200.0;5956800.0;3654900.0;3.91;3.91;30476691.14;2026;7794550.163682864;media != total/n_remunerados;False;2026;2026-12-31;1;158198;Consumo;Alpargatas;8.16 reportado em milhares
61.079.117/0001-05;ALPARGATAS S.A.;Diretoria Estatutária;2025;12788000.0;8566500.0;3570200.0;3.25;3.25;25952401.98;2026;7985354.455384616;media != total/n_remunerados;False;2026;2026-12-31;1;158198;Consumo;Alpargatas;8.16 reportado em milhares
61.079.117/0001-05;ALPARGATAS S.A.;Conselho de Administração;2015;720000.0;420000.0;360000.0;6.0;6.0;2520000.0;2018;420000.0;;False;2018;2018-01-01;10;82237;Consumo;Alpargatas;
61.079.117/0001-05;ALPARGATAS S.A.;Conselho de Administração;2016;360000.0;360000.0;360000.0;6.0;6.0;2092000.0;2019;348666.6666666667;media != total/n_remunerados;False;2019;2019-01-01;15;93241;Consumo;Alpargatas;
61.079.117/0001-05;ALPARGATAS S.A.;Conselho de Administração;2017;360000.0;360000.0;360000.0;5.5;5.5;2048000.0;2020;372363.63636363635;media != total/n_remunerados;False;2020;2020-01-01;11;103133;Consumo;Alpargatas;
61.079.117/0001-05;ALPARGATAS S.A.;Conselho de Administração;2018;456000.0;456000.0;456000.0;6.67;6.67;3074000.0;2021;460869.5652173913;media != total/n_remunerados;False;2021;2021-01-01;8;111641;Consumo;Alpargatas;
61.079.117/0001-05;ALPARGATAS S.A.;Conselho de Administração;2019;504000.0;504000.0;504000.0;6.25;7.0;3050700.0;2022;435814.28571428574;media != total/n_remunerados;False;2022;2022-01-01;16;127160;Consumo;Alpargatas;
61.079.117/0001-05;ALPARGATAS S.A.;Conselho de Administração;2020;1384800.0;733900.0;504000.0;7.0;7.0;5122200.0;2023;731742.8571428572;;False;2023;2023-12-31;15;137696;Consumo;Alpargatas;
61.079.117/0001-05;ALPARGATAS S.A.;Conselho de Administração;2021;1640000.0;828400.0;504000.0;7.0;7.0;5798549.43;2024;828364.2042857142;;False;2024;2024-12-31;11;148081;Consumo;Alpargatas;
61.079.117/0001-05;ALPARGATAS S.A.;Conselho de Administração;2022;572533.89;441216.81;284666.67;8.0;7.67;3529734.45;2025;460200.0586701434;media != total/n_remunerados;False;2025;2025-12-31;15;157989;Consumo;Alpargatas;
61.079.117/0001-05;ALPARGATAS S.A.;Conselho de Administração;2023;4182899.9999999995;949800.0;420000.0;8.0;8.0;7598440.81;2026;949805.10125;;False;2026;2026-12-31;1;158198;Consumo;Alpargatas;8.16 reportado em milhares
61.079.117/0001-05;ALPARGATAS S.A.;Conselho de Administração;2024;1772800.0;664300.0;420000.0;8.0;8.0;5314211.39;2026;664276.42375;;False;2026;2026-12-31;1;158198;Consumo;Alpargatas;8.16 reportado em milhares
61.079.117/0001-05;ALPARGATAS S.A.;Conselho de Administração;2025;1756800.0;611000.0;420000.0;8.0;8.0;4548900.0;2026;568612.5;media != total/n_remunerados;False;2026;2026-12-31;1;158198;Consumo;Alpargatas;8.16 reportado em milhares
61.079.117/0001-05;ALPARGATAS S.A.;Conselho Fiscal;2015;167400.0;167400.0;167400.0;5.0;5.0;837000.0;2018;167400.0;;False;2018;2018-01-01;10;82237;Consumo;Alpargatas;
61.079.117/0001-05;ALPARGATAS S.A.;Conselho Fiscal;2016;194400.0;194400.0;194400.0;5.5;5.5;1065100.0;2019;193654.54545454544;;False;2019;2019-01-01;15;93241;Consumo;Alpargatas;
61.079.117/0001-05;ALPARGATAS S.A.;Conselho Fiscal;2017;201600.0;201600.0;201600.0;5.0;5.0;1021440.0;2020;204288.0;media != total/n_remunerados;False;2020;2020-01-01;11;103133;Consumo;Alpargatas;
61.079.117/0001-05;ALPARGATAS S.A.;Conselho Fiscal;2018;68300.0;68300.0;68300.0;1.67;1.67;340500.0;2021;203892.21556886227;media != total/n_remunerados;False;2021;2021-01-01;8;111641;Consumo;Alpargatas;
61.079.117/0001-05;ALPARGATAS S.A.;Conselho Fiscal;2019;0.0;0.0;0.0;0.0;0.0;0.0;2022;;;False;2022;2022-01-01;16;127160;Consumo;Alpargatas;
61.079.117/0001-05;ALPARGATAS S.A.;Conselho Fiscal;2020;0.0;0.0;0.0;0.0;0.0;0.0;2022;;;False;2022;2022-01-01;16;127160;Consumo;Alpargatas;
61.079.117/0001-05;ALPARGATAS S.A.;Conselho Fiscal;2021;0.0;0.0;0.0;0.0;0.0;0.0;2022;;;False;2022;2022-01-01;16;127160;Consumo;Alpargatas;
07.526.557/0001-00;AMBEV S.A.;Diretoria Estatutária;2011;16430619.31;4550712.6;3214819.37;9.33;0.0;42473317.0;2014;;;False;2014;2014-01-01;15;46704;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Diretoria Estatutária;2012;15731876.07;4947884.31;1544914.59;10.25;0.0;50715814.0;2015;;;False;2015;2015-01-01;7;55622;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Diretoria Estatutária;2013;17173973.12;5544094.18;1731534.14;11.0;11.0;60985036.0;2016;5544094.181818182;;False;2016;2016-01-01;10;64861;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Diretoria Estatutária;2014;22489382.0;4968055.4;2326654.0;10.0;10.0;49680554.0;2017;4968055.4;;False;2017;2017-01-01;10;74969;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Diretoria Estatutária;2015;21358583.28;5600969.79;1864211.66;10.25;10.25;57409940.35;2018;5600969.790243902;;False;2018;2018-01-01;12;83957;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Diretoria Estatutária;2016;14930055.45;3648144.26;1217949.83;11.0;11.0;40129586.85;2019;3648144.2590909093;;False;2019;2019-01-01;14;93034;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Diretoria Estatutária;2017;14065113.97;4801134.36;2466975.34;11.0;11.0;52812478.0;2020;4801134.363636363;;False;2020;2020-01-01;10;104468;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Diretoria Estatutária;2018;12177219.57;3792066.84;2120323.95;10.67;10.67;40448713.0;2021;3790882.1930646673;;False;2021;2021-01-01;12;114809;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Diretoria Estatutária;2019;14170295.57;5572957.37;3058226.62;10.92;10.92;60838118.0;2022;5571256.227106228;;False;2022;2022-01-01;9;128293;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Diretoria Estatutária;2020;16036812.43;4491674.75;1493354.77;11.77;11.77;52867011.81;2023;4491674.750212405;;False;2023;2023-12-31;14;136881;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Diretoria Estatutária;2021;23046749.4;6435739.15;2539606.7;13.0;13.0;83664608.95;2024;6435739.15;;False;2024;2024-12-31;7;147076;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Diretoria Estatutária;2022;25226847.0;6809657.0;3489535.0;14.0;14.0;95335200.0;2025;6809657.142857143;;False;2025;2025-12-31;10;157761;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Diretoria Estatutária;2023;30929473.0;8459894.0;4491204.0;13.5;13.5;114208574.51;2026;8459894.408148149;;False;2026;2026-12-31;3;161030;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Diretoria Estatutária;2024;42274451.0;10521149.0;5724674.0;13.0;13.0;136774933.02;2026;10521148.693846155;;False;2026;2026-12-31;3;161030;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Diretoria Estatutária;2025;55369113.0;12956481.0;6370712.0;13.0;13.0;168434249.72;2026;12956480.747692307;;False;2026;2026-12-31;3;161030;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Conselho de Administração;2011;10858172.83;2272807.21;439949.01;10.0;0.0;13636844.0;2014;;;False;2014;2014-01-01;15;46704;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Conselho de Administração;2012;10388743.02;1883026.92;335512.67;9.75;0.0;13181189.0;2015;;;False;2015;2015-01-01;7;55622;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Conselho de Administração;2013;8871395.0;1748806.0;313047.7;10.0;7.0;12241642.0;2016;1748806.0;;False;2016;2016-01-01;10;64861;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Conselho de Administração;2014;5960938.0;1310512.0;332920.0;12.0;9.0;11794608.0;2017;1310512.0;;False;2017;2017-01-01;10;74969;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Conselho de Administração;2015;10095576.27;1518150.89;358109.18;12.0;9.0;13663358.0;2018;1518150.888888889;;False;2018;2018-01-01;12;83957;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Conselho de Administração;2016;8304164.9;1970632.67;390081.07;12.0;9.0;17735694.0;2019;1970632.6666666667;;False;2019;2019-01-01;14;93034;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Conselho de Administração;2017;10292851.37;2162467.67;412360.99;13.0;9.0;19462209.0;2020;2162467.6666666665;;False;2020;2020-01-01;10;104468;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Conselho de Administração;2018;8659261.7;1731069.6;484455.99;13.0;8.33;14425580.0;2021;1731762.3049219688;;False;2021;2021-01-01;12;114809;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Conselho de Administração;2019;9036710.5;1790654.25;299839.45;13.0;8.0;14325234.0;2022;1790654.25;;False;2022;2022-01-01;9;128293;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Conselho de Administração;2020;7311989.45;1346646.57;248844.0;13.0;8.67;11675425.76;2023;1346646.5697808536;;False;2023;2023-12-31;14;136881;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Conselho de Administração;2021;12250056.24;3010756.82;501488.0;12.0;8.5;25591432.98;2024;3010756.8211764707;;False;2024;2024-12-31;7;147076;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Conselho de Administração;2022;14155409.0;2855532.0;679357.0;12.0;8.0;22844255.0;2025;2855531.875;;False;2025;2025-12-31;10;157761;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Conselho de Administração;2023;12998750.0;2558758.0;864098.0;12.67;7.33;18764226.58;2026;2559921.770804911;;False;2026;2026-12-31;3;161030;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Conselho de Administração;2024;13111146.0;2802648.0;883208.0;13.0;7.0;19618532.85;2026;2802647.5500000003;;False;2026;2026-12-31;3;161030;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Conselho de Administração;2025;10457788.0;2460968.0;1000514.0;12.92;6.92;17021692.82;2026;2459782.1994219655;;False;2026;2026-12-31;3;161030;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Conselho Fiscal;2011;466210.7;252275.62;116529.49;6.0;0.0;1513654.0;2014;;;False;2014;2014-01-01;15;46704;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Conselho Fiscal;2012;295201.44;231880.1;147600.67;6.0;0.0;1391280.0;2015;;;False;2015;2015-01-01;7;55622;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Conselho Fiscal;2013;313047.7;234785.83;156523.85;6.0;6.0;1408715.0;2016;234785.83333333334;;False;2016;2016-01-01;10;64861;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Conselho Fiscal;2014;372799.0;256336.33;166460.0;6.0;6.0;1538018.0;2017;256336.33333333334;;False;2017;2017-01-01;10;74969;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Conselho Fiscal;2015;421187.76;295512.35;179054.54;5.67;5.67;1674570.0;2018;295338.62433862436;;False;2018;2018-01-01;12;83957;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Conselho Fiscal;2016;390081.07;296155.67;133813.92;6.0;6.0;1776934.0;2019;296155.6666666667;;False;2019;2019-01-01;14;93034;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Conselho Fiscal;2017;412360.99;309270.83;206180.5;6.0;6.0;1855625.0;2020;309270.8333333333;;False;2020;2020-01-01;10;104468;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Conselho Fiscal;2018;425508.48;320518.21;212754.24;5.58;5.58;1789560.0;2021;320709.67741935485;;False;2021;2021-01-01;12;114809;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Conselho Fiscal;2019;443492.45;338452.94;221746.22;5.67;5.67;1917900.0;2022;338253.9682539683;;False;2022;2022-01-01;9;128293;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Conselho Fiscal;2020;381476.24;286107.17;190738.12;6.0;6.0;1716643.0;2023;286107.1666666667;;False;2023;2023-12-31;14;136881;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Conselho Fiscal;2021;401807.2;301355.4;200903.6;6.0;6.0;1808132.4;2024;301355.39999999997;;False;2024;2024-12-31;7;147076;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Conselho Fiscal;2022;443668.0;332751.0;221834.0;6.0;6.0;1996508.0;2025;332751.3333333333;;False;2025;2025-12-31;10;157761;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Conselho Fiscal;2023;473093.0;354820.0;236547.0;6.0;6.0;2128919.0;2026;354819.8333333333;;False;2026;2026-12-31;3;161030;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Conselho Fiscal;2024;491302.0;368476.0;245651.0;6.0;6.0;2210858.64;2026;368476.44;;False;2026;2026-12-31;3;161030;Consumo;Ambev;
07.526.557/0001-00;AMBEV S.A.;Conselho Fiscal;2025;515530.0;385919.0;257765.0;6.0;6.0;2315512.42;2026;385918.73666666663;;False;2026;2026-12-31;3;161030;Consumo;Ambev;
28.594.234/0001-23;AUREN ENERGIA S.A.;Diretoria Estatutária;2018;0.0;0.0;0.0;2.42;0.0;0.0;2021;;;False;2021;2021-01-01;7;113572;Utilities;Auren;
28.594.234/0001-23;AUREN ENERGIA S.A.;Diretoria Estatutária;2019;1209876.49;1613168.65;0.0;2.08;0.75;1209876.49;2022;1613168.6533333333;media fora do intervalo min-max;False;2022;2022-01-01;8;127212;Utilities;Auren;
28.594.234/0001-23;AUREN ENERGIA S.A.;Diretoria Estatutária;2020;2124402.84;2124402.84;2124402.84;2.0;1.0;2124402.84;2023;2124402.84;;False;2023;2023-12-31;9;137267;Utilities;Auren;
28.594.234/0001-23;AUREN ENERGIA S.A.;Diretoria Estatutária;2021;1661297.33;1661297.33;1661297.33;2.17;1.0;1661297.33;2024;1661297.33;;False;2024;2024-12-31;12;146823;Utilities;Auren;
