cnpj;empresa;orgao;exercicio;maxima;media;minima;n_membros;n_membros_remunerados;total_orgao;fre_total_orgao;media_implicita;alertas;previsao;fre;data_referencia;versao;id_documento;setor;apelido;escala_corrigida
03.220.438/0001-73;EQUATORIAL S.A.;Diretoria Estatutária;2014;2075000.0;1225000.0;60000.0;7.0;7.0;12119010.0;2017;1731287.142857143;media != total/n_remunerados;False;2017;2017-01-01;10;74399;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Diretoria Estatutária;2015;2882000.0;2038000.0;200000.0;5.83;5.83;19740100.0;2018;3385951.9725557463;media != total/n_remunerados;False;2018;2018-01-01;12;83791;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Diretoria Estatutária;2016;4794150.5;3381835.5;275000.0;6.0;6.0;20291013.0;2019;3381835.5;;False;2019;2019-01-01;20;94943;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Diretoria Estatutária;2017;3458386.61;2653104.18;1143770.0;6.0;3.0;7959312.54;2020;2653104.18;;False;2020;2020-01-01;15;104607;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Diretoria Estatutária;2018;3571725.02;2190564.33;1908117.53;7.0;3.0;6571692.99;2021;2190564.33;;False;2021;2021-01-01;18;115541;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Diretoria Estatutária;2019;5435929.0;3227313.46;1310221.0;6.0;3.0;9681940.38;2022;3227313.4600000004;;False;2022;2022-01-01;7;127055;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Diretoria Estatutária;2020;5522966.22;6048485.24;1024516.0;6.0;1.0;6532364.06;2023;6532364.06;"media fora do intervalo min-max; media != total/n_remunerados";False;2023;2023-12-31;15;137644;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Diretoria Estatutária;2021;6119862.16;6119862.16;6119862.16;5.67;1.0;6119862.16;2024;6119862.16;;False;2024;2024-12-31;37;148115;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Diretoria Estatutária;2022;11739284.21;11739284.21;11739284.21;7.58;1.0;11739284.21;2025;11739284.21;;False;2025;2025-12-31;22;158126;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Diretoria Estatutária;2023;17673208.98;15287489.92;17673208.98;9.67;1.17;17886363.21;2026;15287489.923076924;media fora do intervalo min-max;False;2026;2026-12-31;7;160229;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Diretoria Estatutária;2024;19651404.29;9719462.99;2854079.28;9.75;2.75;26728523.23;2026;9719462.992727272;;False;2026;2026-12-31;7;160229;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Diretoria Estatutária;2025;30999733.79;11109472.16;685111.44;9.0;3.0;33328416.47;2026;11109472.156666666;;False;2026;2026-12-31;7;160229;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Conselho de Administração;2009;203000.0;153714.0;144000.0;7.0;0.0;1076000.0;2012;;;False;2012;2012-01-01;22;27987;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Conselho de Administração;2010;484023.0;200142.86;144000.0;7.0;0.0;1401000.0;2013;;;False;2013;2013-01-01;11;37308;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Conselho de Administração;2011;164000.0;146857.14;144000.0;7.0;0.0;1028000.0;2014;;;False;2014;2014-01-01;15;47177;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Conselho de Administração;2012;198000.0;197857.14;198000.0;7.0;0.0;1385000.0;2015;;media fora do intervalo min-max;False;2015;2015-01-01;19;56889;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Conselho de Administração;2013;216000.0;216000.0;216000.0;7.0;7.0;1512000.0;2016;216000.0;;False;2016;2016-01-01;16;65960;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Conselho de Administração;2014;200000.0;200000.0;200000.0;7.0;7.0;1404000.0;2017;200571.42857142858;;False;2017;2017-01-01;10;74399;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Conselho de Administração;2015;240000.0;226000.0;53000.0;7.0;7.0;-10970.0;2018;-1567.142857142857;media != total/n_remunerados;False;2018;2018-01-01;12;83791;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Conselho de Administração;2016;2971000.0;377390.0;180000.0;6.0;6.0;2264340.02;2019;377390.00333333336;;False;2019;2019-01-01;20;94943;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Conselho de Administração;2017;2940428.04;712805.55;180000.0;6.66;6.66;4747284.94;2020;712805.5465465466;;False;2020;2020-01-01;15;104607;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Conselho de Administração;2018;2534398.26;516342.61;180000.0;7.0;7.0;3614398.26;2021;516342.6085714285;;False;2021;2021-01-01;18;115541;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Conselho de Administração;2019;1105434.0;297856.8;216000.0;8.0;6.33;1885433.52;2022;297856.7962085308;;False;2022;2022-01-01;7;127055;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Conselho de Administração;2020;1433136.42;682430.91;418677.54;8.0;7.0;4551814.16;2023;650259.1657142857;media != total/n_remunerados;False;2023;2023-12-31;15;137644;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Conselho de Administração;2021;1468405.26;697667.99;540000.0;7.5;6.0;4186007.91;2024;697667.985;;False;2024;2024-12-31;37;148115;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Conselho de Administração;2022;1484039.91;680621.52;240000.0;8.17;6.5;4424039.91;2025;680621.5246153846;;False;2025;2025-12-31;22;158126;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Conselho de Administração;2023;3168770.6;1023000.21;660000.0;8.5;7.5;7672501.54;2026;1023000.2053333333;;False;2026;2026-12-31;7;160229;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Conselho de Administração;2024;16477627.68;3399807.95;720000.0;7.25;6.25;21248799.66;2026;3399807.9456;;False;2026;2026-12-31;7;160229;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Conselho de Administração;2025;4251790.1;1466572.22;745000.0;7.98;6.98;10236714.95;2026;1466578.0730659023;;False;2026;2026-12-31;7;160229;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Conselho Fiscal;2009;50333.0;50333.0;50333.0;3.0;0.0;151000.0;2012;;;False;2012;2012-01-01;22;27987;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Conselho Fiscal;2010;50333.0;50333.0;50333.0;3.0;0.0;151000.0;2013;;;False;2013;2013-01-01;11;37308;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Conselho Fiscal;2011;50000.0;50333.33;50000.0;3.0;0.0;151000.0;2014;;media fora do intervalo min-max;False;2014;2014-01-01;15;47177;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Conselho Fiscal;2012;69000.0;69333.33;69000.0;3.0;0.0;208000.0;2015;;media fora do intervalo min-max;False;2015;2015-01-01;19;56889;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Conselho Fiscal;2013;75666.67;75666.67;75666.67;3.0;3.0;227000.0;2016;75666.66666666667;;False;2016;2016-01-01;16;65960;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Conselho Fiscal;2014;76000.0;76000.0;76000.0;3.0;3.0;226800.0;2017;75600.0;;False;2017;2017-01-01;10;74399;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Conselho Fiscal;2015;73000.0;73000.0;73000.0;3.0;3.0;219130.0;2018;73043.33333333333;;False;2018;2018-01-01;12;83791;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Conselho Fiscal;2016;73066.67;73066.67;73066.67;3.0;3.0;219200.0;2019;73066.66666666667;;False;2019;2019-01-01;20;94943;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Conselho Fiscal;2017;72000.0;72000.0;72000.0;3.0;3.0;216000.0;2020;72000.0;;False;2020;2020-01-01;15;104607;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Conselho Fiscal;2018;72000.0;72000.0;72000.0;3.0;3.0;180000.0;2021;60000.0;media != total/n_remunerados;False;2021;2021-01-01;18;115541;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Conselho Fiscal;2019;72000.0;72000.0;72000.0;3.0;3.0;180000.0;2022;60000.0;media != total/n_remunerados;False;2022;2022-01-01;7;127055;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Conselho Fiscal;2020;130000.0;130000.0;130000.0;3.0;3.0;390000.0;2023;130000.0;;False;2023;2023-12-31;15;137644;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Conselho Fiscal;2021;144000.0;144000.0;144000.0;3.0;3.0;432000.0;2024;144000.0;;False;2024;2024-12-31;37;148115;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Conselho Fiscal;2022;144000.0;144000.0;144000.0;3.0;3.0;432000.0;2025;144000.0;;False;2025;2025-12-31;22;158126;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Conselho Fiscal;2023;144000.0;144000.0;144000.0;3.0;3.0;432000.0;2026;144000.0;;False;2026;2026-12-31;7;160229;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Conselho Fiscal;2024;144776.25;144258.75;144000.0;3.0;3.0;432776.25;2026;144258.75;;False;2026;2026-12-31;7;160229;Utilities;Equatorial;
03.220.438/0001-73;EQUATORIAL S.A.;Conselho Fiscal;2025;159000.0;159000.0;159000.0;3.0;3.0;477000.0;2026;159000.0;;False;2026;2026-12-31;7;160229;Utilities;Equatorial;
33.611.500/0001-19;GERDAU S.A.;Diretoria Estatutária;2015;621344.24;306493.54;83043.03;6.83;6.83;2094372.55;2018;306643.12591508054;;False;2018;2018-01-01;11;83979;Metals;Gerdau;
33.611.500/0001-19;GERDAU S.A.;Diretoria Estatutária;2016;445499.0;282685.0;119648.0;5.92;5.25;1484096.55;2019;282685.0571428572;;False;2019;2019-01-01;13;92739;Metals;Gerdau;
33.611.500/0001-19;GERDAU S.A.;Diretoria Estatutária;2017;422294.0;217824.0;52150.0;6.5;5.0;1089117.71;2019;217823.542;;False;2020;2020-01-01;11;104022;Metals;Gerdau;
33.611.500/0001-19;GERDAU S.A.;Diretoria Estatutária;2018;4574904.0;2363273.0;1181957.0;8.0;3.58;8468395.81;2021;2365473.689944134;;False;2021;2021-01-01;16;115101;Metals;Gerdau;
33.611.500/0001-19;GERDAU S.A.;Diretoria Estatutária;2019;4585691.0;3255257.0;1251375.0;7.33;3.0;9765770.67;2022;3255256.89;;False;2022;2022-01-01;21;126945;Metals;Gerdau;
33.611.500/0001-19;GERDAU S.A.;Diretoria Estatutária;2020;8364168.0;4350527.0;1156787.0;8.67;3.0;13051582.44;2023;4350527.4799999995;;False;2023;2023-12-31;13;138034;Metals;Gerdau;
33.611.500/0001-19;GERDAU S.A.;Diretoria Estatutária;2021;9360145.0;5377776.0;1515738.0;9.0;3.0;16133327.82;2024;5377775.94;;False;2024;2024-12-31;15;148343;Metals;Gerdau;
33.611.500/0001-19;GERDAU S.A.;Diretoria Estatutária;2022;8001933.0;4041190.0;454201.0;9.83;3.42;13807399.43;2025;4037251.2953216373;;False;2025;2025-12-31;22;157704;Metals;Gerdau;
33.611.500/0001-19;GERDAU S.A.;Diretoria Estatutária;2023;9078744.0;4699787.0;652274.0;8.5;2.33;10966169.69;2026;4706510.596566523;;False;2026;2026-12-31;4;161118;Metals;Gerdau;
33.611.500/0001-19;GERDAU S.A.;Diretoria Estatutária;2024;9963952.0;4803512.0;1048063.0;8.67;3.0;14410536.87;2026;4803512.29;;False;2026;2026-12-31;4;161118;Metals;Gerdau;
33.611.500/0001-19;GERDAU S.A.;Diretoria Estatutária;2025;10058933.0;4690879.0;1298286.0;9.0;3.0;14072637.13;2026;4690879.043333334;;False;2026;2026-12-31;4;161118;Metals;Gerdau;
33.611.500/0001-19;GERDAU S.A.;Conselho de Administração;2015;995028.6;1064845.91;681825.32;6.67;4.67;4969280.92;2018;1064085.8501070663;media fora do intervalo min-max;False;2018;2018-01-01;11;83979;Metals;Gerdau;
33.611.500/0001-19;GERDAU S.A.;Conselho de Administração;2016;1158233.0;774011.0;488856.0;6.0;4.0;3096042.43;2019;774010.6075;;False;2019;2019-01-01;13;92739;Metals;Gerdau;
33.611.500/0001-19;GERDAU S.A.;Conselho de Administração;2017;849010.0;620221.0;531398.0;6.0;4.0;2480884.87;2019;620221.2175;;False;2020;2020-01-01;11;104022;Metals;Gerdau;
33.611.500/0001-19;GERDAU S.A.;Conselho de Administração;2018;9029427.0;3648189.0;519421.0;6.67;6.67;24321262.82;2021;3646366.23988006;;False;2021;2021-01-01;16;115101;Metals;Gerdau;
33.611.500/0001-19;GERDAU S.A.;Conselho de Administração;2019;8491693.0;3279190.0;615719.0;8.33;7.67;25140453.73;2022;3277764.5019556717;;False;2022;2022-01-01;21;126945;Metals;Gerdau;
33.611.500/0001-19;GERDAU S.A.;Conselho de Administração;2020;10545919.0;3836486.0;549881.0;9.0;8.0;30691889.65;2023;3836486.20625;;False;2023;2023-12-31;13;138034;Metals;Gerdau;
33.611.500/0001-19;GERDAU S.A.;Conselho de Administração;2021;4990864.0;2694351.0;573554.0;7.67;6.67;17962336.67;2024;2693003.99850075;;False;2024;2024-12-31;15;148343;Metals;Gerdau;
33.611.500/0001-19;GERDAU S.A.;Conselho de Administração;2022;5174090.0;2957772.0;485992.0;6.83;5.83;17253669.48;2025;2959463.0325900516;;False;2025;2025-12-31;22;157704;Metals;Gerdau;
33.611.500/0001-19;GERDAU S.A.;Conselho de Administração;2023;6296694.0;3397812.0;587952.0;7.0;6.0;20386871.04;2026;3397811.84;;False;2026;2026-12-31;4;161118;Metals;Gerdau;
33.611.500/0001-19;GERDAU S.A.;Conselho de Administração;2024;5504448.0;3097176.0;680728.0;7.0;6.0;18583058.73;2026;3097176.455;;False;2026;2026-12-31;4;161118;Metals;Gerdau;
33.611.500/0001-19;GERDAU S.A.;Conselho de Administração;2025;5754463.0;3629824.0;775669.0;6.33;5.33;19359062.59;2026;3632094.2945590992;;False;2026;2026-12-31;4;161118;Metals;Gerdau;
33.611.500/0001-19;GERDAU S.A.;Conselho Fiscal;2015;266976.0;164891.08;133488.0;4.33;4.33;714528.0;2018;165018.01385681293;;False;2018;2018-01-01;11;83979;Metals;Gerdau;
33.611.500/0001-19;GERDAU S.A.;Conselho Fiscal;2016;270864.0;162518.0;135432.0;5.0;5.0;812592.0;2019;162518.4;;False;2019;2019-01-01;13;92739;Metals;Gerdau;
33.611.500/0001-19;GERDAU S.A.;Conselho Fiscal;2017;282288.0;166253.0;141144.0;5.0;5.0;831264.0;2019;166252.8;;False;2020;2020-01-01;11;104022;Metals;Gerdau;
33.611.500/0001-19;GERDAU S.A.;Conselho Fiscal;2018;293760.0;186415.0;146880.0;3.67;3.67;683520.0;2021;186245.23160762942;;False;2021;2021-01-01;16;115101;Metals;Gerdau;
33.611.500/0001-19;GERDAU S.A.;Conselho Fiscal;2019;306528.0;204352.0;153264.0;3.0;3.0;613056.0;2022;204352.0;;False;2022;2022-01-01;21;126945;Metals;Gerdau;
33.611.500/0001-19;GERDAU S.A.;Conselho Fiscal;2020;292008.0;194672.0;146004.0;3.0;3.0;584016.0;2023;194672.0;;False;2023;2023-12-31;13;138034;Metals;Gerdau;
33.611.500/0001-19;GERDAU S.A.;Conselho Fiscal;2021;246584.0;167509.0;127972.0;3.0;3.0;502528.0;2024;167509.33333333334;;False;2024;2024-12-31;15;148343;Metals;Gerdau;
33.611.500/0001-19;GERDAU S.A.;Conselho Fiscal;2022;272520.0;186627.0;143680.0;3.0;3.0;559880.0;2025;186626.66666666666;;False;2025;2025-12-31;22;157704;Metals;Gerdau;
33.611.500/0001-19;GERDAU S.A.;Conselho Fiscal;2023;289160.0;198093.0;152560.0;3.0;3.0;594280.0;2026;198093.33333333334;;False;2026;2026-12-31;4;161118;Metals;Gerdau;
33.611.500/0001-19;GERDAU S.A.;Conselho Fiscal;2024;298080.0;205653.0;298080.0;3.0;3.0;616960.0;2026;205653.33333333334;media fora do intervalo min-max;False;2026;2026-12-31;4;161118;Metals;Gerdau;
33.611.500/0001-19;GERDAU S.A.;Conselho Fiscal;2025;253840.0;211360.0;167040.0;3.0;3.0;634080.0;2026;211360.0;;False;2026;2026-12-31;4;161118;Metals;Gerdau;
09.229.201/0001-30;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Diretoria Estatutária;2018;110432.94;106261.55;102422.88;4.0;4.0;425046.0;2021;106261.5;;False;2021;2021-01-01;7;114973;Industrials;GPS;
09.229.201/0001-30;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Diretoria Estatutária;2019;15758600.82;7036072.5;1994220.59;4.0;4.0;28144290.0;2022;7036072.5;;False;2022;2022-01-01;7;125291;Industrials;GPS;
09.229.201/0001-30;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Diretoria Estatutária;2020;25010408.96;10728177.91;2589808.18;4.0;4.0;42912711.0;2023;10728177.75;;False;2023;2023-12-31;7;135939;Industrials;GPS;
09.229.201/0001-30;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Diretoria Estatutária;2021;27852425.0;11007632.0;1548120.0;5.0;5.0;52286253.0;2024;10457250.6;media != total/n_remunerados;False;2024;2024-12-31;8;148351;Industrials;GPS;
09.229.201/0001-30;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Diretoria Estatutária;2022;28192710.0;11856085.0;1883098.0;5.8;5.8;68765296.0;2025;11856085.51724138;;False;2025;2025-12-31;7;157874;Industrials;GPS;
09.229.201/0001-30;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Diretoria Estatutária;2023;37185615.0;14632981.0;2337658.0;6.0;6.0;87797889.0;2025;14632981.5;;False;2025;2025-12-31;7;157874;Industrials;GPS;
09.229.201/0001-30;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Diretoria Estatutária;2024;30425929.0;12873763.0;2563382.0;6.0;6.0;77242581.0;2026;12873763.5;;False;2026;2026-12-31;1;158630;Industrials;GPS;
09.229.201/0001-30;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Diretoria Estatutária;2025;25928342.0;11550807.0;2447639.0;6.0;6.0;106554747.0;2026;17759124.5;media != total/n_remunerados;False;2026;2026-12-31;1;158630;Industrials;GPS;
09.229.201/0001-30;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Conselho de Administração;2018;104160.0;104160.0;104160.0;16.0;1.0;104160.0;2021;104160.0;;False;2021;2021-01-01;7;114973;Industrials;GPS;
09.229.201/0001-30;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Conselho de Administração;2019;104160.0;104160.0;104160.0;16.0;1.0;104160.0;2022;104160.0;;False;2022;2022-01-01;7;125291;Industrials;GPS;
09.229.201/0001-30;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Conselho de Administração;2020;104160.0;104160.0;104160.0;15.0;1.0;104160.0;2023;104160.0;;False;2023;2023-12-31;7;135939;Industrials;GPS;
09.229.201/0001-30;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Conselho de Administração;2021;237860.0;179820.0;145800.0;11.0;3.0;449550.0;2024;149850.0;media != total/n_remunerados;False;2024;2024-12-31;8;148351;Industrials;GPS;
09.229.201/0001-30;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Conselho de Administração;2022;311622.0;260262.0;234582.0;9.0;3.0;844987.0;2025;281662.3333333333;media != total/n_remunerados;False;2025;2025-12-31;7;157874;Industrials;GPS;
09.229.201/0001-30;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Conselho de Administração;2023;352639.0;320273.0;266000.0;9.0;6.0;1921639.0;2026;320273.1666666667;;False;2026;2026-12-31;1;158630;Industrials;GPS;
09.229.201/0001-30;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Conselho de Administração;2024;444960.0;395520.0;370800.0;9.0;6.0;2373120.0;2026;395520.0;;False;2026;2026-12-31;1;158630;Industrials;GPS;
09.229.201/0001-30;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Conselho de Administração;2025;465592.0;438569.0;387994.0;9.0;4.0;2512159.0;2026;628039.75;media != total/n_remunerados;False;2026;2026-12-31;1;158630;Industrials;GPS;
09.229.201/0001-30;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Conselho Fiscal;2018;0.0;0.0;0.0;0.0;0.0;0.0;2021;;;False;2021;2021-01-01;7;114973;Industrials;GPS;
09.229.201/0001-30;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Conselho Fiscal;2019;0.0;0.0;0.0;0.0;0.0;0.0;2022;;;False;2022;2022-01-01;7;125291;Industrials;GPS;
09.229.201/0001-30;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Conselho Fiscal;2020;0.0;0.0;0.0;0.0;0.0;0.0;2023;;;False;2023;2023-12-31;7;135939;Industrials;GPS;
09.229.201/0001-30;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Conselho Fiscal;2021;0.0;0.0;0.0;0.0;0.0;0.0;2024;;;False;2024;2024-12-31;8;148351;Industrials;GPS;
09.229.201/0001-30;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Conselho Fiscal;2022;0.0;0.0;0.0;0.0;0.0;0.0;2025;;;False;2025;2025-12-31;7;157874;Industrials;GPS;
09.229.201/0001-30;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Conselho Fiscal;2023;165360.0;165360.0;165360.0;4.5;2.25;372060.0;2026;165360.0;;False;2026;2026-12-31;1;158630;Industrials;GPS;
09.229.201/0001-30;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Conselho Fiscal;2024;0.0;0.0;0.0;0.0;0.0;0.0;2026;;;False;2026;2026-12-31;1;158630;Industrials;GPS;
09.229.201/0001-30;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Conselho Fiscal;2025;147982.0;147982.0;147982.0;6.0;3.0;612338.0;2026;204112.66666666666;media != total/n_remunerados;False;2026;2026-12-31;1;158630;Industrials;GPS;
24.990.777/0001-09;GRUPO MATEUS S.A.;Diretoria Estatutária;2017;14870.0;14870.0;14870.0;1.0;1.0;0.0;2020;;;False;2020;2020-01-01;5;103822;Retail;Grupo Mateus;
24.990.777/0001-09;GRUPO MATEUS S.A.;Diretoria Estatutária;2018;16218.82;16218.82;16218.82;1.0;1.0;0.0;2021;;;False;2021;2021-01-01;4;114142;Retail;Grupo Mateus;
24.990.777/0001-09;GRUPO MATEUS S.A.;Diretoria Estatutária;2019;18547.02;17073.51;15600.0;2.0;2.0;0.0;2022;;;False;2022;2022-01-01;8;125613;Retail;Grupo Mateus;
24.990.777/0001-09;GRUPO MATEUS S.A.;Diretoria Estatutária;2020;94713.6;62343.57;42263.02;3.0;3.0;1086080.57;2023;362026.8566666667;media != total/n_remunerados;False;2023;2023-12-31;9;137712;Retail;Grupo Mateus;
24.990.777/0001-09;GRUPO MATEUS S.A.;Diretoria Estatutária;2021;1136563.2;748122.8;507156.24;3.0;3.0;2244368.4;2024;748122.7999999999;;False;2024;2024-12-31;9;146536;Retail;Grupo Mateus;
24.990.777/0001-09;GRUPO MATEUS S.A.;Diretoria Estatutária;2022;2019147.44;1742575.74;769819.69;3.0;3.0;5227727.23;2025;1742575.7433333334;;False;2025;2025-12-31;9;157755;Retail;Grupo Mateus;
24.990.777/0001-09;GRUPO MATEUS S.A.;Diretoria Estatutária;2023;11832219.18;10091831.05;1286414.13;3.0;3.0;30275493.14;2026;10091831.046666667;;False;2026;2026-12-31;1;158148;Retail;Grupo Mateus;
24.990.777/0001-09;GRUPO MATEUS S.A.;Diretoria Estatutária;2024;17452016.45;10196259.77;2374878.85;3.0;3.0;30588779.31;2026;10196259.77;;False;2026;2026-12-31;1;158148;Retail;Grupo Mateus;
24.990.777/0001-09;GRUPO MATEUS S.A.;Diretoria Estatutária;2025;19879214.52;13044299.89;1368440.56;3.0;3.0;39132899.68;2026;13044299.893333333;;False;2026;2026-12-31;1;158148;Retail;Grupo Mateus;
24.990.777/0001-09;GRUPO MATEUS S.A.;Conselho de Administração;2017;0.0;0.0;0.0;0.0;0.0;0.0;2020;;;False;2020;2020-01-01;5;103822;Retail;Grupo Mateus;
24.990.777/0001-09;GRUPO MATEUS S.A.;Conselho de Administração;2018;0.0;0.0;0.0;0.0;0.0;0.0;2021;;;False;2021;2021-01-01;4;114142;Retail;Grupo Mateus;
24.990.777/0001-09;GRUPO MATEUS S.A.;Conselho de Administração;2019;0.0;0.0;0.0;0.0;0.0;0.0;2022;;;False;2022;2022-01-01;8;125613;Retail;Grupo Mateus;
24.990.777/0001-09;GRUPO MATEUS S.A.;Conselho de Administração;2020;76108.0;52278.25;35000.0;3.0;2.0;800787.35;2023;400393.675;media != total/n_remunerados;False;2023;2023-12-31;9;137712;Retail;Grupo Mateus;
24.990.777/0001-09;GRUPO MATEUS S.A.;Conselho de Administração;2021;913296.0;1150922.72;420000.0;5.0;4.0;4603690.87;2024;1150922.7175;media fora do intervalo min-max;False;2024;2024-12-31;9;146536;Retail;Grupo Mateus;
24.990.777/0001-09;GRUPO MATEUS S.A.;Conselho de Administração;2022;2694502.57;1191387.23;420000.0;5.0;4.0;4765548.91;2025;1191387.2275;;False;2025;2025-12-31;9;157755;Retail;Grupo Mateus;
24.990.777/0001-09;GRUPO MATEUS S.A.;Conselho de Administração;2023;1136563.2;683348.6;420000.0;4.92;3.92;2678726.53;2026;683348.6045918367;;False;2026;2026-12-31;1;158148;Retail;Grupo Mateus;
24.990.777/0001-09;GRUPO MATEUS S.A.;Conselho de Administração;2024;1136563.2;800121.35;488000.0;4.92;3.92;3136475.7;2026;800121.3520408163;;False;2026;2026-12-31;1;158148;Retail;Grupo Mateus;
24.990.777/0001-09;GRUPO MATEUS S.A.;Conselho de Administração;2025;1136563.2;825640.8;522000.0;5.0;4.0;3302563.2;2026;825640.8;;False;2026;2026-12-31;1;158148;Retail;Grupo Mateus;
24.990.777/0001-09;GRUPO MATEUS S.A.;Conselho Fiscal;2017;0.0;0.0;0.0;0.0;0.0;0.0;2020;;;False;2020;2020-01-01;5;103822;Retail;Grupo Mateus;
24.990.777/0001-09;GRUPO MATEUS S.A.;Conselho Fiscal;2018;0.0;0.0;0.0;0.0;0.0;0.0;2021;;;False;2021;2021-01-01;4;114142;Retail;Grupo Mateus;
24.990.777/0001-09;GRUPO MATEUS S.A.;Conselho Fiscal;2019;0.0;0.0;0.0;0.0;0.0;0.0;2022;;;False;2022;2022-01-01;8;125613;Retail;Grupo Mateus;
24.990.777/0001-09;GRUPO MATEUS S.A.;Conselho Fiscal;2020;0.0;0.0;0.0;0.0;0.0;0.0;2022;;;False;2022;2022-01-01;8;125613;Retail;Grupo Mateus;
24.990.777/0001-09;GRUPO MATEUS S.A.;Conselho Fiscal;2021;21951.05;21951.05;21951.05;3.0;3.0;65853.15;2024;21951.05;;False;2024;2024-12-31;9;146536;Retail;Grupo Mateus;
